Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Njeru,Enjeru tree group,10/25/2021 7:07,1,1106
UG,Kanungu,Uganda - Kanungu,Muraamba,Nyamiregyere,Kigali Tree Planters,10/25/2021 7:07,1,2950
UG,Kanungu,Uganda - Kanungu,Muraamba,Nyundo,Kabale Turyare Emiti,10/25/2021 7:07,1,2098
UG,Soroti,Soroti,Tubur-Ogolai,Obalanga,Asimo Green world group,10/25/2021 7:07,1,1473
UG,Soroti,Soroti,Tubur-Ogolai,Obalanga,Obalanga tree planting group,10/25/2021 7:07,1,1326
UG,Soroti,Soroti,Tubur-Ogolai,Ogorai,Ogorai Ebumainos TPG,10/25/2021 7:07,1,1328
UG,Soroti,Soroti,Tubur-Ogolai,Ogorai,Ogorai Emorikikinos TPG,10/25/2021 7:07,1,1222
UG,Soroti,Soroti,Tubur-Ogolai,Ogorai,Ogorai Ojai Amun Ngaren TPG,10/25/2021 7:07,1,345
UG,Soroti,Soroti,Tubur-Ogolai,Ogorai,Omuduka Green Land TPG,10/25/2021 7:07,1,700
UG,Soroti,Soroti,Tubur-Ogolai,Orieta A,Amenangur _Trees are The solution,10/25/2021 7:07,1,518
UG,Soroti,Soroti,Tubur-Ogolai,Orieta B,Amenangur _ Tree Planting  Group,10/25/2021 7:07,1,155
KE,Meru,North Imenti,Kanyakine,Gitie,Abogeta self help  group,02/08/2008 00:00,1,578
KE,Meru,Central Imenti,Kanyakine,Taita,Mucheke nurseries,01/08/2008 00:00,1,975
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,Rwengaju,Rwengaju Tukurakurane group,10/25/2021 7:07,1,1088
UG,Gulu,Uganda - Gulu,Paicho,Te_olam,Kicaber A,10/25/2021 7:07,1,1909
UG,Gulu,Uganda - Gulu,Paicho,Te_olam,Kicaber B,10/25/2021 7:07,1,1751
KE,Meru,South Imenti,Kanyakine,Kirendene/nkubu,Rwompo shg,5/23/2007 0:00,1,919
KE,Meru,South Imenti,Kanyakine,Taitq,Mucheke nurseries,03/07/2007 00:00,1,618
KE,Meru,Meru South,Kanyakine,Gakiiri,Gakiiri women group,01/02/2007 00:00,1,2896
KE,Meru,South Imenti,Kanyakine,Kinoro,Kinoro glory s.h.group,01/01/2007 00:00,1,1104
KE,Meru,Meru South,Kanyakine,Kinoro,Muguna kinoro S H G,01/01/2007 00:00,1,597
KE,Meru,South Imenti,Kanyakine,Kanyakine,Nkondi,08/11/2006 00:00,1,2244
KE,Meru,South Imenti,Kanyakine,Kanyakine,Pentagon,08/07/2006 00:00,1,1598
UG,Soroti,Soroti,Tubur-Ogolai,AROBA,Aroba Amora Ican TPG,10/21/2021 18:21,1,93
UG,Kabale,Uganda - Kabale,Ndeego,Bugandaro,Sebagara tree farmers,10/21/2021 18:21,1,198
KE,Meru,South Imenti,Kanyakine,Kanyakine,G.Gatwiri Dairy Goat  C.B.O,3/22/2006 0:00,1,533
KE,Meru,South Imenti,Kanyakine,Kanyakine,MAITETHIA KILIMO MAZINGIRA S.HG,3/22/2006 0:00,1,1181
KE,Meru,South Imenti,Kanyakine,Kanyakine,RUTH W.GROUP,3/22/2006 0:00,1,428
KE,Meru,South Imenti,Kanyakine,Ntharene,KANINI KANAKE,3/21/2006 0:00,1,930
KE,Meru,Meru Central,Kanyakine,Igokine,Kaimenyi kiringa w/g,3/16/2006 0:00,1,837
UG,Amuru,Uganda - Amuru,Okidi,Okidi South,Nogm Lonyo,10/21/2021 18:21,1,1152
UG,Soroti,Soroti,Palam,Olupe,Ekitoi Ngesi Aijar,10/21/2021 18:21,1,9
UG,Gulu,Uganda - Gulu,Omel,Omel B,Yen Loko Kwo,10/21/2021 8:02,1,1353
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,KEWERIMIDDE  FARMERS GROUP,10/21/2021 6:33,1,60
UG,Amuru,Uganda - Amuru,Pogo,Acema,Atero Koma,10/21/2021 5:32,1,2015
UG,Soroti,Soroti,Katakwi,Atebait,Atebait T.P.G.,10/21/2021 5:32,1,60
KE,Meru,South Imenti,Kanyakine,Kairaa,gaceri kiaru w/g,3/16/2006 0:00,1,581
KE,Meru,South Imenti,Kanyakine,Kairaa,Kamaregwa self help group,3/16/2006 0:00,1,4231
KE,Meru,South Imenti,Kanyakine,Kairaa,Kanana kiaru w/g,3/16/2006 0:00,1,1566
KE,Meru,South Imenti,Kanyakine,Kanyakine,Faith w.group,3/16/2006 0:00,1,856
KE,Meru,South Imenti,Kanyakine,Kanyakine,Gitine s/group,3/16/2006 0:00,1,825
KE,Meru,South Imenti,Kanyakine,Kanyakine,Iraru h.grower s.h.g,3/16/2006 0:00,1,743
KE,Meru,Meru Central,Kanyakine,Kanyakine,Lower kanyakine electrification group,3/16/2006 0:00,1,800
KE,Meru,South Imenti,Kanyakine,Kanyakine,Mwende s.group,3/16/2006 0:00,1,1933
KE,Meru,South Imenti,Kanyakine,Ntharene,Bagiri,3/16/2006 0:00,1,621
KE,Meru,Meru Central,Kanyakine,Kanyakine,Mwichuiri planting Group,03/11/2006 00:00,1,1414
KE,Meru,Meru Central,Kanyakine,Knyakine,Mutethia Group,03/10/2006 00:00,1,580
KE,Meru,Meru Central,Kanyakine,Kairaa/kanyakine,Rwarene green,03/06/2006 00:00,1,1225
KE,Meru,Kuresoi,Kapsara,Chinese,Kangumu munyaka,8/14/2016 18:00,1,97
KE,Meru,Tigania,Karama,Biriri,Kaithe Group B,6/16/2022 8:23,1,322
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,Kayanja Hamukunyu,Kayembe tree planting group,10/21/2021 5:32,1,15
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Kinogero,Karabahirimya tree planting,10/21/2021 5:32,1,40
KE,Meru,Tigania,Karama,Ntirutu,Hifadhi Mazingira,08/08/2021 06:53,1,112
KE,Meru,Tigania East,Karama,Lubua,Kaongoalubua Group,3/29/2021 8:08,1,97
KE,Meru,Tigania,Karama,Mwerompitha,Mwerompitha shg,03/03/2021 12:34,1,100
KE,Meru,Tigania,Karama,Mwerompitha,Mwerompitha Urru,03/03/2021 12:34,1,171
KE,Meru,Tigania,Karama,URRU,Ametho A,03/03/2021 12:34,1,128
KE,Meru,Tigania East,Karama,Mpitha,Mpitha SHG,03/05/2020 12:00,1,200
KE,Meru,Tigania East,Karama,URRU,Urru Visioners,03/05/2020 12:00,1,290
KE,Meru,Tigania East,Karama,Kilencune,Kiolo Mumo,06/02/2018 00:00,1,514
KE,Meru,Tigania East,Karama,Ngundu,NGUNDU,5/23/2017 12:00,1,584
KE,Meru,Tigania East,Karama,Kamiluli,Kamiluli B,4/19/2017 12:00,1,570
KE,Meru,Tigania East,Karama,Kilencune,Kamiluli A,4/19/2017 12:00,1,692
KE,Meru,Tigania East,Karama,Laibocha,Laibocha  B,12/01/2012 18:00,1,549
KE,Meru,Tigania East,Karama,Laibocha,K.K Meeria,12/01/2012 12:00,1,605
KE,Meru,Tigania East,Karama,Nthangarine,Kithilemwa s.h.g,11/30/2012 18:00,1,770
KE,Meru,Tigania East,Karama,Laibocha,Laibocha Progressive Farmers,11/30/2012 18:00,1,778
KE,Meru,Tigania East,Karama,Laibocha,Laubocha   TP,11/27/2012 0:00,1,1065
KE,Meru,Tigania East,Karama,Charuru,Charuru Tree Planters,11/13/2012 12:00,1,551
KE,Meru,Tigania East,Karama,Kiolo,Kithongone T.P. A,11/13/2012 12:00,1,552
KE,Meru,Tigania East,Karama,Kiolo,Kithongone T.P. B,11/13/2012 12:00,1,483
KE,Meru,Tigania East,Karama,Likiudu,Likiudu TP. A,11/13/2012 12:00,1,479
KE,Meru,Tigania East,Karama,Likiudu,Likiudu TP.B,11/13/2012 12:00,1,706
KE,Meru,Tigania East,Karama,Mukuiru,Mwitethia,11/13/2012 12:00,1,1464
KE,Meru,Tigania East,Karama,mukuiru/kalerene,Lubua SHG.,11/13/2012 12:00,1,1060
UG,Kanungu,Uganda - Kanungu,Rukarara,Nyarungunda,KAKONI DEVELOPMENT GROUP,10/21/2021 5:32,1,617
KE,Meru,Tigania East,Karama,Mutu Uti Kirira,Miti Mingi S.H.G.,11/13/2012 12:00,1,669
KE,Nanyuki,Kenya - Laikipia East,Thome,Thome,AGIGINYANI T G,10/21/2021 5:32,1,49
KE,Nanyuki,Kenya - Laikipia East,Thome,Thome,MWIHOKO T P,10/21/2021 5:32,1,0
KE,Nanyuki,Kenya - Laikipia East,Thome,Thome,THOME CENTER,10/21/2021 5:32,1,265
KE,Meru,Tigania East,Karama,Urru/Mbaranga,Kiolo T.P.,11/13/2012 12:00,1,862
UG,Gulu,Uganda - Gulu,Alero,Abongodero,Genwa Growers,10/21/2021 5:32,1,1678
UG,Amuru,Uganda - Amuru,Palwong,Akwa,Tic Ber Farmers group,10/21/2021 5:32,1,561
UG,Soroti,Soroti,Tubur-Ogolai,Amenangur,Amenangur Environment conservation group,10/21/2021 5:32,1,1194
UG,Soroti,Soroti,Palam,Anyipa,Anyipa T.P.G.,10/21/2021 5:32,1,54
UG,Kanungu,Uganda - Kanungu,Kinaba,Bakundine,Bakundine Tree Planting,10/21/2021 5:32,1,1090
UG,Rukungiri,Rukungiri,Nyarushanje,Burora,Burora Tukwatanise,10/21/2021 5:32,1,2163
UG,Gulu,Uganda - Gulu,Paicho,Corner ward,Rwot Omiya farmer's group A,10/21/2021 5:32,1,2398
UG,Gulu,Uganda - Gulu,Paicho,Corner ward,Rwot Omiya farmer's group B,10/21/2021 5:32,1,1527
KE,Meru,Tigania East,Karama,Biriiri     mwolera,Kiruai    SHG,11/10/2012 12:00,1,743
KE,Meru,Tigania East,Karama,Biriiri    Mwolera,Kiruai    B,11/10/2012 12:00,1,747
KE,Meru,Tigania East,Karama,Laibocha,Baitumbiri    SHG,11/10/2012 12:00,1,645
UG,Gulu,Uganda - Gulu,Gwenydia,Gwengdiya,Yele Ki Cingi,10/21/2021 5:32,1,1260
KE,Nanyuki,Kenya - Laikipia West,Kwajebi,Jebi,Loroindo,10/21/2021 5:32,1,124
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,Kajuma,Kisojo afforestation group,10/21/2021 5:32,1,433
UG,Kayunga,Uganda - Kayunga,Baliwamu,KALAGALA,BYONA  BYAMUKAMA,10/21/2021 5:32,1,200
UG,Amuru,Uganda - Amuru,Okidi,Karuma (okidi North),Kacel Watwero,10/21/2021 5:32,1,1530
KE,Meru,Tigania East,Karama,Kaucwa,Kaucwa    shg    group,11/07/2012 00:00,1,1183
KE,Nyamira,Kenya - Nyamira South,Riakimai,Kiambere,Rianyakibima   S.H.G (C),10/21/2021 5:32,1,603
KE,Nyamira,Kenya - Nyamira South,Riakimai,Kiambere,Rianyakibima S.H.G green.,10/21/2021 5:32,1,954
KE,Meru,Tigania East,Karama,Mukuani,Muti   uri    kirira,11/07/2012 00:00,1,403
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Kinogero,Kinogero Tree planters Group,10/21/2021 5:32,1,16361
KE,Meru,Tigania East,Karama,URRU,Laini TP.,11/07/2012 00:00,1,1123
UG,Kayunga,Uganda - Kayunga,Namusaala,LUNSEKE,KATUKOLERE WAMU,10/21/2021 5:32,1,30
UG,Kayunga,Uganda - Kayunga,Namusaala,LUSENKE,KOJA OMUNAKU  F..G,10/21/2021 5:32,1,53
KE,Nyamira,Kenya - Nyamira South,Riakimai,Marani,Servant grp,10/21/2021 5:32,1,62
KE,Nanyuki,Kenya - Laikipia West,Mwenje,Matwiku,Karia-ini  Mutitu,10/21/2021 5:32,1,44
KE,Nanyuki,Kenya - Laikipia West,Tandare,Nganoini,Kisima,10/21/2021 5:32,1,1021
UG,Kanungu,Uganda - Kanungu,Muraamba,Nyarushanje,Batureine Farmers,10/21/2021 5:32,1,1610
UG,Kanungu,Uganda - Kanungu,Kinaba,Nyebirehe,KIHORERA GROWERS,10/21/2021 5:32,1,1499
UG,Gulu,Uganda - Gulu,Omel,Omel A,TII MEGI,10/21/2021 5:32,1,411
KE,Nyamira,Kenya - Nyamira South,Riakimai,Omwaro,HOPE S.H G group,10/21/2021 5:32,1,407
KE,Nyamira,Kenya - Nyamira South,Riakimai,Omwaro,New Hope S.H.G,10/21/2021 5:32,1,331
UG,Soroti,Soroti,Palam,Osep,Agro- Farmers,10/21/2021 5:32,1,13
UG,Amuru,Uganda - Amuru,Pacilo,Pagirinya,Yelle pi kwo,10/21/2021 5:32,1,2951
UG,Bushenyi,Bushenyi,Kichwamba,Rwandaro,Kateba Company,10/21/2021 5:32,1,698
KE,Nanyuki,Kenya - Laikipia West,Mwenje,Witima,Furaha  G,10/21/2021 5:32,1,469
UG,Kabale,Uganda - Kabale,Kabere,Bugarama,Bugarama Tree Growers,10/18/2021 6:38,1,1302
UG,Kabale,Uganda - Kabale,Kabere,Ruboroga,Ruboroga Tree Growers,10/18/2021 6:38,1,2162
KE,Nanyuki,Kenya - Laikipia West,Muthengera,Muthengera,Mulimani,10/18/2021 6:34,1,225
UG,Soroti,Soroti,Odungura,Apokor,Ekeunos Group,10/18/2021 6:17,1,323
UG,Kiryandongo,Uganda - Kiryandongo,Kyankende,KApole,KAPOLE c group,10/18/2021 6:17,1,554
UG,Soroti,Soroti,Odungura,Koromojo,Step By Step T P G,10/18/2021 6:17,1,207
UG,Soroti,Soroti,Odungura,Morubanya,Aipecitoi Group 03,10/18/2021 6:17,1,475
UG,Kanungu,Uganda - Kanungu,Rutenga,Rwemengo,TWEHEPOLO LEGACY INVEST,10/18/2021 6:17,1,1550
UG,Lira,Uganda - Lira,Capestone, Te. Acii,Rwot Gene,10/18/2021 6:17,1,16
UG,Soroti,Soroti,Obule,Adulul B,Adulul safe environment,10/18/2021 6:17,1,2493
UG,Lira,Uganda - Lira,Rwot ber,Adwila,Ayele Tree Planting,10/18/2021 6:17,1,2141
UG,Lira,Uganda - Lira,Capestone,Adwila,Can Omia Mingo,10/18/2021 6:17,1,138
UG,Lira,Uganda - Lira,Capestone,Adwila,Onotu Cingwa,10/18/2021 6:17,1,87
UG,Lira,Uganda - Lira,Capestone,Alit,Long Term Goal,10/18/2021 6:17,1,166
UG,Soroti,Soroti,Obule,Alito C,Asianut Group,10/18/2021 6:17,1,769
UG,Soroti,Soroti,Obule,Angolitok Village,Angolitok Green Cover,10/18/2021 6:17,1,814
UG,Lira,Uganda - Lira,Rwot ber,Ewop A,Oribcing wa 2,10/18/2021 6:17,1,1380
UG,Lira,Uganda - Lira,Capestone,Ewop A,Pur ber 1,10/18/2021 6:17,1,321
KE,Meru,Tigania East,Karama,Kiindi/ urru,Kiindi,9/13/2012 0:00,1,678
KE,Meru,Tigania East,Karama,Rwatha/ Urru,Rwatha T.P.,9/13/2012 0:00,1,852
KE,Meru,Tigania East,Karama,Athinga,Mwangaza T.P.,09/04/2012 12:00,1,371
UG,Kiryandongo,Uganda - Kiryandongo,Kyankende,KApole,KAPOLE Trees,10/18/2021 6:17,1,1977
KE,Meru,Tigania East,Karama,Bariri,Bariri 2,09/04/2012 12:00,1,277
UG,Lira,Uganda - Lira,Capestone,Ocanoyere,Rwot Omia,10/18/2021 6:17,1,364
UG,Lira,Uganda - Lira,Capestone,Te.Acii,Bed Alwaki,10/18/2021 6:17,1,45
UG,Lira,Uganda - Lira,Capestone,Te.Acii,Kwor Ite Lil,10/18/2021 6:17,1,144
UG,Lira,Uganda - Lira,Capestone,Te.Acii,Make Igupu,10/18/2021 6:17,1,5768
UG,Kayunga,Uganda - Kayunga,Kanywero,WUNGA,TWEKEMBE GROUP A,10/18/2021 6:17,1,98
UG,Kayunga,Uganda - Kayunga,Nakivumbo  B,NAKIVUMBO B,Agali Awamu WM group,10/15/2021 12:28,1,68
UG,Kayunga,Uganda - Kayunga,Nakivumbo  B,NAKIVUMBO B,TUGEZEKO NAKIVUMBO DEVELOPMENT GROUP,10/15/2021 12:28,1,254
UG,Soroti,Soroti,Palam,Bisina,Bisina T.P.G.,10/15/2021 12:19,1,73
KE,Meru,Tigania East,Karama,Kiaramuu,Kiaramuu kimurunyene,09/04/2012 12:00,1,444
UG,Soroti,Soroti,Palam,Bisina,Greenland Woods T.P.G.,10/15/2021 12:03,1,177
UG,Amuru,Uganda - Amuru,Pogo,Ceri,LACAN PI NINO ACEMA C,10/15/2021 12:03,1,2526
KE,Meru,Tigania East,Karama,lanyiruu,Lanyiruu s.h.g,09/04/2012 12:00,1,581
KE,Meru,Tigania East,Karama,Mwerokeni,Mwerokeni,09/04/2012 12:00,1,1311
KE,Meru,South Imenti,Karia,Itinya,Itinya Two,11/14/2022 0:30,1,33
UG,Rukungiri,Rukungiri,Nyakishenyi,KAHAMA,Tuhingye emiiti,10/15/2021 12:03,1,7436
KE,Nanyuki,Kenya - Nyandarua,Boiman,KAMBAA,MAHUA,10/15/2021 12:03,1,1302
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,OMUTI  BUGAGGA  FARMERS GROUP,10/15/2021 12:03,1,51
KE,Meru,South Imenti,Karia,Karia,Karia 2,11/14/2022 0:30,1,0
KE,Meru,South Imenti,Karia,Karia,Kathima Karia,11/14/2022 0:30,1,0
KE,Meru,South Imenti,Karia,Kiriguni,Kiriguni 2,11/14/2022 0:30,1,0
KE,Meru,South Imenti,Karia,Muchogomo,Kioru,11/09/2022 23:35,1,84
UG,Amuru,Uganda - Amuru,Pupwooya,Karutu,Can Pe Loyo Rwode,10/15/2021 12:03,1,587
UG,Kanungu,Uganda - Kanungu,Mafuga,Kigarama,Bisoni kwetera  TPG,10/15/2021 12:03,1,3005
KE,Meru,South Imenti,Karia,Itinya,Itinya group,10/22/2022 23:26,1,77
UG,Kabale,Uganda - Kabale,Kabere,KYAFUGWE,Kyafugwe Twimukye,10/15/2021 12:03,1,593
UG,Kanungu,Uganda - Kanungu,Katojo,Kyigarama,Bisoni turibamwe,10/15/2021 12:03,1,1277
KE,Meru,South Imenti,Karia,Kamuguongo,Kamuguongo,10/22/2022 23:26,1,104
KE,Nanyuki,Kenya - Laikipia West,Salama,murera,AVOCADO FRUITS GROWERS,10/15/2021 12:03,1,45
UG,Soroti,Soroti,Palam,Ocekai,Ocekai T.P.G.,10/15/2021 12:03,1,68
UG,Soroti,Soroti,Ogera,ogolai,Ogolai owinyaa tree planting group,10/15/2021 12:03,1,748
UG,Amuru,Uganda - Amuru,Okidi,Raa,Kica Ber tree planting,10/15/2021 12:03,1,1940
KE,Meru,Meru South,Karia,Kathuguya mbeti,Kathuguya mbeti,10/22/2022 23:26,1,0
KE,Meru,South Imenti,Karia,Kibiruni,One love tree planting,10/22/2022 23:26,1,0
KE,Meru,Meru South,Karia,Carage,CARAGE,7/25/2022 14:00,1,310
UG,Kayunga,Uganda - Kayunga,Kasana,Wabusonko,WABUSONKO ABC,10/15/2021 12:03,1,498
UG,Amuru,Uganda - Amuru,Parubanga,Abera,Piwan farmers group 2,10/13/2021 7:32,1,415
UG,Kiryandongo,Uganda - Kiryandongo,Kyankende,Kiswera Village,BEDU Beer B group,10/13/2021 7:04,1,1902
UG,Kanungu,Uganda - Kanungu,Nyamirama,Mukibungo,Mukibungo United T.P.G,10/13/2021 7:04,1,39
UG,Kayunga,Uganda - Kayunga,Nabuganyi,NABUGANYI,ATAMBULA EMPOLA ATUKAWA,10/13/2021 7:04,1,57
UG,Kayunga,Uganda - Kayunga,Kanywero,WUNGA,TWEKEMBE  GROUP B,10/13/2021 7:04,1,0
UG,Lira,Uganda - Lira,Ripe,Aberi A,Pi wanducu,10/11/2021 15:34,1,859
UG,Lira,Uganda - Lira,Ripe,Aberi A,Poyopira,10/11/2021 15:34,1,1583
UG,Lira,Uganda - Lira,Ripe,Aberi A,Yiko kwo,10/11/2021 15:34,1,40
UG,Lira,Uganda - Lira,Ogur,Abongorwot,Acan Pe kun,10/11/2021 15:34,1,759
UG,Lira,Uganda - Lira,Ogur,Abongorwot,Note en teko,10/11/2021 15:34,1,1727
UG,Lira,Uganda - Lira,Ogur,Abongorwot,Pur Ber,10/11/2021 15:34,1,1668
UG,Lira,Uganda - Lira,Ogur,Abongorwot,Wan En,10/11/2021 15:34,1,507
UG,Lira,Uganda - Lira,Ogur,Abongorwot,Wan kenwa,10/11/2021 15:34,1,370
UG,Amuru,Uganda - Amuru,Pogo,Acema,Yele.keni Acema 2,10/11/2021 15:34,1,2969
UG,Amuru,Uganda - Amuru,Pogo,Acema,YELLE.keni.Acema1,10/11/2021 15:34,1,687
UG,Soroti,Soroti,Katakwi,Aelenyang,Aelepir T.P.G.,10/11/2021 15:34,1,23
UG,Lira,Uganda - Lira,Ogur,Alyech A,Note ber,10/11/2021 15:34,1,1505
UG,Lira,Uganda - Lira,Ogur,Alyech B,Ber Abera,10/11/2021 15:34,1,744
UG,Lira,Uganda - Lira,Ogur,Aputi,Acan too iput,10/11/2021 15:34,1,547
UG,Lira,Uganda - Lira,Ogur,Aputi,Apur pe kun,10/11/2021 15:34,1,330
UG,Lira,Uganda - Lira,Ogur,Aputi,Can da nyoye,10/11/2021 15:34,1,1426
UG,Lira,Uganda - Lira,Ripe,Awirao A,Scan pe kun,10/11/2021 15:34,1,3585
KE,Meru,South Imenti,Karia,Kiriguni,Kiriguni,10/09/2019 00:00,1,448
KE,Meru,South Imenti,Karia,Gicici,Kithima,08/11/2018 06:00,1,1533
UG,Lira,Uganda - Lira,Ogur,Golilwite,Oryem can ikweri,10/11/2021 15:34,1,326
KE,Meru,South Imenti,Karia,Ithitu,Carbon Prroducers tree Planting Group,4/17/2015 12:00,1,182
UG,Kanungu,Uganda - Kanungu,Hanturo,ISERERERO,ELIUS TREE PROJECT,10/11/2021 15:34,1,945
UG,Rukungiri,Rukungiri,Nyarushanje,Kabuhemba,ABAKWATANISE GROUP,10/11/2021 15:34,1,480
KE,Meru,South Imenti,Karia,Muchogomo,Kambanja,12/27/2012 12:00,1,725
KE,Meru,Meru South,Karia,Kiriguni/:kaeia,Ndubi shg,3/20/2010 0:00,1,1310
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,KAMIRA  TREE  FARMERS GROUP,10/11/2021 15:34,1,118
UG,Kabale,Uganda - Kabale,Kabere,Kamuserwa,Good Samaritan,10/11/2021 15:34,1,3869
KE,Meru,Meru South,Karia,Karia,Mugumoni  s  h  group,06/05/2009 00:00,1,714
KE,Meru,Meru South,Karia,Karia,Mwariii,04/05/2009 00:00,1,403
KE,Meru,Meru South,Karia,Karia/Kibubu,BIDII GROUP,03/07/2009 00:00,1,922
KE,Meru,Meru South,Karia,Kathuguya,Kijani,2/20/2009 0:00,1,628
UG,Hoima,Uganda - Hoima,Buraru,Kibingo,Mpangire group,10/11/2021 15:34,1,701
KE,Meru,Imenti South,Karia,Karia/Mwarii,Mwega,02/09/2009 00:00,1,632
KE,Meru,South Imenti,Karia,Karia/Mucogomo,KATHANDIKA S.H.G,02/07/2009 00:00,1,544
UG,Hoima,Uganda - Hoima,Buraru,Kigungu,Tugondeze group,10/11/2021 15:34,1,68
UG,Kiryandongo,Uganda - Kiryandongo,Karungu,Kiogoma,GREEN VEGETATION,10/11/2021 15:34,1,379
UG,Kiryandongo,Uganda - Kiryandongo,Kyankende,KISWEKA VillAGE,BEDU BER A GROUP,10/11/2021 15:34,1,256
UG,Hoima,Uganda - Hoima,Buraru,Kyajawe,Tweyambe Group,10/11/2021 15:34,1,814
KE,Meru,South Imenti,Karia,Karia/Njiruni,Njiruni Self Help Group,02/06/2009 00:00,1,3201
KE,Meru,Meru South,Karia,Muchogomo,Kathima  group,02/05/2009 00:00,1,921
UG,Kayunga,Uganda - Kayunga,Nabuganyi,NEKOYEDDE,NEKOYEDDE  AFAAYO,10/11/2021 15:34,1,34
UG,Lira,Uganda - Lira,Ogur,Omono be anyira ogedo,Bedo dano tek,10/11/2021 15:34,1,272
UG,Soroti,Soroti,Obule,Oriamai,Oriamai farmers project,10/11/2021 15:34,1,547
UG,Lira,Uganda - Lira,Ogur,Otimo,Puru yen,10/11/2021 15:34,1,2000
UG,Lira,Uganda - Lira,Ripe,Otweotai,Obanga omia,10/11/2021 15:34,1,739
UG,Gulu,Uganda - Gulu,Gwenydia,Payuta,Ononga Labedo,10/11/2021 15:34,1,185
UG,Lira,Uganda - Lira,Ogur,Pe rac,Wan opwoyo,10/11/2021 15:34,1,881
UG,Lira,Uganda - Lira,Ogur,Te- Arie,Ten gumi,10/11/2021 15:34,1,2300
UG,Lira,Uganda - Lira,Ogur,Wuci orem,Pur Ber,10/11/2021 15:34,1,49
UG,Lira,Uganda - Lira,Ogur,Wuci orem,Pur en lonyo,10/11/2021 15:34,1,822
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,MUTO AKULA FARMERS GROUP,10/08/2021 10:12,1,275
UG,Kabale,Uganda - Kabale,Kabere,Rwarubaya,RWARUBAYA TUHIGYE EMIITI,10/08/2021 09:46,1,744
UG,Amuru,Uganda - Amuru,Pacilo,Dzaipi central,Bakolu Alu group,10/08/2021 06:03,1,1909
UG,Bushenyi,Bushenyi,Kirugu,Kirugu 1A,Kirugu tukorerehamwe emiti group,10/08/2021 06:03,1,1103
UG,Kanungu,Uganda - Kanungu,Hanturo,Kyamukombe,SAFARI LABAN TREE FARMERS,10/08/2021 06:03,1,1135
UG,Kayunga,Uganda - Kayunga,Nabuganyi,NABUGANYI,BAKUSEKAMAJJA TREE PLANTERS,10/08/2021 06:03,1,72
IN,Tamil Nadu,,Gingee,PONTHAI,R K TREE FARMER,10/08/2021 06:03,1,0
UG,Kanungu,Uganda - Kanungu,Hanturo,Runyami,Arinaitwe Jackline,10/08/2021 06:03,1,945
UG,Kanungu,Uganda - Kanungu,Hanturo,Runyami,BAYENDA GADI TREE FARMERS,10/08/2021 06:03,1,1390
UG,Kanungu,Uganda - Kanungu,Hanturo,Runyami,KYABISHEBEYA TREE FARMERS,10/08/2021 06:03,1,1074
UG,Kanungu,Uganda - Kanungu,Hanturo,Runyami,Muruhungye Tree Growers Group,10/08/2021 06:03,1,506
UG,Kanungu,Uganda - Kanungu,Hanturo,Runyami,Murushasha Tree Growers Group,10/08/2021 06:03,1,2785
UG,Kanungu,Uganda - Kanungu,Hanturo,Runyami,Runyami Tree Farmers,10/08/2021 06:03,1,604
UG,Kanungu,Uganda - Kanungu,Hanturo,Runyami,TURYATUNGA TREE FARMERS,10/08/2021 06:03,1,763
KE,Nanyuki,Kenya - Nyandarua,Boiman,PIVOT,PIVOT ENVIRONMENTAL GROUP,10/07/2021 07:45,1,1328
KE,Meru,Meru South,Karia,Karia,Mugunku 2,06/02/2008 00:00,1,605
KE,Meru,Meru South,Karia,Karia,Gakiriri B Kathare,4/30/2008 0:00,1,1872
KE,Meru,Meru South,Karia,Karia,Kithima-Kathare,4/25/2008 0:00,1,1021
KE,Meru,Meru South,Karia,Kathuguya,PENDO  LANGU,02/06/2008 00:00,1,829
KE,Meru,Meru South,Karia,Karia,Kambiri,11/20/2007 0:00,1,251
KE,Meru,South Imenti,Karia,Kathare/Karia,Kiamurui/Kathare,9/24/2007 0:00,1,421
KE,Meru,Meru South,Karia,Karia,Karama self help,9/20/2007 0:00,1,996
UG,Hoima,Uganda - Hoima,Kahembe,Kyabyakazinde,Baranaba Tree plant group,10/07/2021 07:33,1,926
UG,Kayunga,Uganda - Kayunga,Buyobe-Bukujju,KYAMIMBI,KYAMIMBI KYEWERIMIDDE FARMERS GROUP,10/07/2021 07:33,1,58
KE,Meru,Meru South,Karia,Karia,Karia  Hopecore  development,9/20/2007 0:00,1,318
KE,Meru,South Imenti,Karia,Karia,Kathare Multi purpose,9/20/2007 0:00,1,961
KE,Meru,Meru South,Karia,Karia,Kibubu,9/20/2007 0:00,1,1232
