Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees
KE,Meru,Meru South,Kianjagi,Kianjagi,Mukwego,01/09/2008 00:00,1,1336
UG,Soroti,Soroti,Apuuton,Aler,Environmental Protection,4/19/2021 7:14,1,117
KE,Meru,Meru South,Kianjagi,Kianjagi,Kiangati,12/20/2007 0:00,1,2166
UG,Gulu,Uganda - Gulu,Pawel Ayika,Bunga  Gwok,Niang Loyo Cac,4/19/2021 7:14,1,265
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Kihuura,Mukacucu Agro Forest,4/19/2021 7:14,1,801
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Kinyama,Kinyama tree farmers 1,4/19/2021 7:14,1,802
KE,Meru,Meru South,Kianjagi,Kianjagi,Gitumbi-T-P,10/09/2007 00:00,1,482
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,Mutundu,Mulimani mutumdu group,4/19/2021 7:14,1,234
KE,Meru,Meru South,Kianjagi,Kianjagi,Kairini tree p.g,05/10/2007 00:00,1,1467
KE,Meru,Meru South,Kianjagi,Kianjagi/Rwacege,Gantamathina mwicuiri,05/04/2007 00:00,1,1342
UG,Kabale,Uganda - Kabale,Shanjare,RWAMASHENYI,RWAMASHENYI ENVIRONMENTAL CONSERVATION,4/19/2021 7:14,1,212
UG,Kayunga,Uganda - Kayunga,Nakaseta,Kisombwa,Twekembe A group,4/16/2021 11:59,1,112
UG,Kayunga,Uganda - Kayunga,Nakaseta,Nakaseeta,Nakaseeta B farmers,4/16/2021 11:59,1,77
UG,Kayunga,Uganda - Kayunga,Nakaseta,Wankyayiraki,Agalyaawamu farmers,4/16/2021 11:59,1,280
UG,Gulu,Uganda - Gulu,Alero,Amar Lakalac,Lubanga Aye Ngeyo,4/16/2021 8:26,1,982
UG,Gulu,Uganda - Gulu,Punena,Lakalac,YEN KELO YAMO MABER,4/16/2021 8:26,1,222
IN,Tamil Nadu,India - Tiruvallur,Pallipattu,N N R kandigai,Thirumalairaj,4/16/2021 8:26,1,1107
KE,Meru,Meru South,Kianjagi,Kianjagi,Giakimari S.H.Group,3/16/2007 0:00,1,1335
UG,Soroti,Soroti,Guya Guya,Odoom,Aricata  Aicoreta,4/16/2021 8:26,1,45
UG,Amuru,,Pogo,Okanjo,Lapit pi nino,4/16/2021 8:26,1,133
UG,Soroti,Soroti,Obule,Onotai village,Ochoikina PHA'S Tree planters,4/16/2021 8:26,1,236
UG,Amuru,Uganda - Amuru,Agwayugu,Opok,Cing No pe Nange,4/16/2021 8:26,1,352
UG,Amuru,Uganda - Amuru,Parwacha,Pajurubwoya,Opoo Lacen tree planting,4/16/2021 8:26,1,536
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,Sanjeevipuram,Govindharaj,4/16/2021 8:26,1,2382
KE,Mara,Kenya - Bomet,Atebwo,Sigowet,KAP-TARANG,4/16/2021 8:26,1,338
KE,Mara,Kenya - Bomet,Chemaner,Tendwet,TENDWET D,4/16/2021 8:26,1,575
IN,Tamil Nadu,,Arkot,Vilapakkam,Balamurugan,4/16/2021 8:26,1,4
IN,Tamil Nadu,,Arkot,Vilapakkam,Vinayagamoorthi,4/16/2021 8:26,1,542
IN,Tamil Nadu,India - Vellore,Arkot,Vilapakkan,Kathiravan,4/16/2021 8:26,1,1250
UG,Gulu,Uganda - Gulu,Omel,Bura,Aleg Anga B,4/15/2021 10:19,1,726
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Kaberebere,Kaberebere Cocoa farmers 1,4/15/2021 10:19,1,85
UG,Kyenjojo,Uganda - Kyenjojo,Bufunjo,Kaberebere,Kaberebere Nursery and tree planting,4/15/2021 10:19,1,316
UG,Gulu,Uganda - Gulu,Pawel Ayika,Lunik,Lungala Pelony,4/15/2021 10:19,1,318
UG,Bushenyi,Bushenyi,Kichwamba,"Lyengoma ,ii",Wellen Hill TG,4/15/2021 10:19,1,562
UG,Kanungu,Uganda - Kanungu,Nyamirama,Mukibungo,Baguma family and friends T.P.G,4/15/2021 10:19,1,439
KE,Meru,Meru South,Kianjagi,Kianjagi,Mutatani,10/25/2006 0:00,1,860
UG,Kabale,Uganda - Kabale,Kabere,Nyamatembe,KASHASHA AGROFORESTRY GROUP,4/15/2021 10:19,1,1310
UG,Kanungu,Uganda - Kanungu,Katojo,Nyamirengyere,Nyamirengyere Tree Planting Group,4/15/2021 10:19,1,5053
UG,Soroti,Soroti,Guya Guya,Odoom,Emorikikinos  Farmers Group,4/15/2021 10:19,1,35
UG,Amuru,Uganda - Amuru,Coke,Opok,Lega Tek Group,4/15/2021 10:19,1,427
UG,Gulu,Uganda - Gulu,Pawel Ayika,Ower,Apowegi YG.,4/15/2021 10:19,1,127
UG,Gulu,Uganda - Gulu,Pawel Ayika,Ower,Kacel Wacung,4/15/2021 10:19,1,242
UG,Kanungu,Uganda - Kanungu,Kinaba,Rugyeyo,Kinaaba Turibamwe G.,4/15/2021 10:19,1,977
UG,Kanungu,Uganda - Kanungu,Rutenga,Ruhago,MUGUME T.P.G,4/15/2021 10:19,1,3150
UG,Kanungu,Uganda - Kanungu,Rutenga,Ruhago,RUTENGA TUKWATANISE TPG,4/15/2021 10:19,1,839
KE,Mara,Kenya - Bomet,Chemaner,Tendwet,ROSANA,4/15/2021 10:19,1,576
UG,Amuru,Uganda - Amuru,Okidi,Pukal.,Mika tree planting.,4/14/2021 10:38,1,1087
KE,Meru,Meru South,Kianjagi,Kianjagi,Kanyakini s.h.g,9/29/2006 0:00,1,1111
KE,Meru,Meru South,Kianjagi,Kianjagi,Mwangaza group,9/18/2006 0:00,1,2533
KE,Meru,Meru South,Kianjagi,Kianjagi,Wendo  tist group,5/30/2006 0:00,1,1385
UG,Kabale,Uganda - Kabale,Rwensanziro,Kashija,Rubuguri Tree farmers,4/14/2021 7:26,1,256
KE,Meru, Kirinyaga,Kianjogu,Kianjogu,KARIRU B GROUP,09/07/2022 22:26,1,0
KE,Meru, Kirinyaga,Kianjogu,Gold,Julius kimotho,8/16/2022 22:39,1,164
UG,Kanungu,Uganda - Kanungu,Katebire,Kishororo,Bamugyesera Tuhinge,4/14/2021 7:26,1,396
KE,Meru, Kirinyaga,Kianjogu,Gold,Njugu-ini,8/16/2022 22:39,1,145
KE,Meru, Kirinyaga,Kianjogu,Difathas,Difathus Joseph group,7/19/2022 16:05,1,277
UG,Soroti,Soroti,Guya Guya,Odoom,Ekeunos Farmers,4/14/2021 7:26,1,102
KE,Meru, Kirinyaga,Kianjogu,Difathus,Difathus C hope shg,7/19/2022 16:05,1,193
UG,Gulu,Uganda - Gulu,Omel,Bura,Aleg Anga A,4/13/2021 12:15,1,168
IN,Tamil Nadu,India - Tiruvannamalai,Chengam,Kanthapalaiyam,Ashokumar,4/13/2021 8:27,1,536
UG,Gulu,Uganda - Gulu,CET KANA OWOO,Layuru,Yamo ber,4/13/2021 8:27,1,383
IN,Tamil Nadu,India - Kanchipuram,Thiruthani,Vichathangal,Sri Angalaparameshwary,4/13/2021 8:27,1,5685
UG,Bushenyi,Bushenyi,Kabukwiri,Kabukwiri,Kora nobika group,4/13/2021 8:27,1,166
UG,Amuru,Uganda - Amuru,Parwacha,Olukukworo,Tii Ki Cingi B,4/13/2021 8:27,1,593
IN,Tamil Nadu,India - Tiruvannamalai,Chengam,Paichal,Pasumai,4/13/2021 8:27,1,1853
UG,Kayunga,Uganda - Kayunga,Nakaseta,Wajjanzi,Wajjanzi Development Association A,4/13/2021 8:27,1,93
IN,Tamil Nadu,India - Kanchipuram,Thiruthani,Vazhavandal,Nk Swetha,04/12/2021 11:28,1,935
UG,Soroti,Soroti,Obule,Acanpii village aita parish,Amorata tree planting group,04/12/2021 10:58,1,159
KE,Meru, Kirinyaga,Kianjogu,Difathus,Difathus group,7/19/2022 16:05,1,166
UG,Kabale,Uganda - Kabale,Karengyere,Hamuko,Karengyere Tree growers,04/12/2021 10:58,1,68
KE,Meru, Kirinyaga,Kianjogu,Kianjogu,Gikonjo group,05/05/2022 04:04,1,217
UG,Kanungu,Uganda - Kanungu,Rutenga,Mashenya,Mashenya T.P.G,04/12/2021 10:58,1,2029
KE,Meru, Kirinyaga,Kianjogu,Mikarara,Progressive self help group,4/16/2022 0:01,1,128
UG,Kanungu,Uganda - Kanungu,Kinaba,Mukirwa,Mukirwa Tukore,04/12/2021 10:58,1,729
UG,Kanungu,Uganda - Kanungu,Rukarara,Mukyondo,MUKYONDO TREE PLANTING,04/12/2021 10:58,1,1867
KE,Meru, Kirinyaga,Kianjogu,riambui,Mukuria group,04/09/2022 09:10,1,255
UG,Kayunga,Uganda - Kayunga,Nakivumbo  B,NAKIVUBO  A,NAKIVUBO  DEFENCE 2,04/12/2021 10:58,1,1363
UG,Kayunga,Uganda - Kayunga,Nakivumbo  B,NAKIVUBO  A,NAKIVUBO  MOVE,04/12/2021 10:58,1,0
UG,Kayunga,Uganda - Kayunga,Nakivumbo  B,NAKIVUBO A,NAKIVUBO  SHINE,04/12/2021 10:58,1,327
UG,Kayunga,Uganda - Kayunga,Nakivumbo  B,NAKIVUBO A,NAKIVUBO. SHINE,04/12/2021 10:58,1,302
UG,Kayunga,Uganda - Kayunga,Nabuganyi,NEKOYEDDE,NEKOYEDDE TUKOLE  D,04/12/2021 10:58,1,29
UG,Soroti,Soroti,Guya Guya,Odoom,Geteget Farmers,04/12/2021 10:58,1,319
UG,Soroti,Soroti,Obule,Ojama okude parish,Oegai group,04/12/2021 10:58,1,196
UG,Amuru,Uganda - Amuru,Parubanga,Perecu,Can _coya,04/12/2021 10:58,1,760
UG,Rukungiri,Rukungiri,Nyarushanje,Rugandu,Rugandu Tree planting,04/12/2021 10:58,1,1304
UG,Kanungu,Uganda - Kanungu,Kinaba,Rutoma,RUTOMA TREE PLANTING GROUP,04/12/2021 10:58,1,617
UG,Bushenyi,Bushenyi,Kichwamba,Rwandaro,Kichwamba Women's Group,04/12/2021 10:58,1,2087
UG,Bushenyi,Bushenyi,Kichwamba,Rwandaro,Rwandaro Gamba Nokora,04/12/2021 10:58,1,407
KE,Meru, Kirinyaga,Kianjogu,Kamagambo,Kinji group,04/06/2022 04:44,1,105
UG,Amuru,Uganda - Amuru,KalAtiak,Gwenomeda,Gen tye,04/10/2021 04:50,1,4205
KE,Meru, Kirinyaga,Kianjogu,Riakithiga,Mikarara community C grp,3/23/2022 7:20,1,153
UG,Kanungu,Uganda - Kanungu,Rutenga,KAREGYERE,KAREGYERE TURYARE EMITI,04/10/2021 04:50,1,3777
UG,Soroti,Soroti,Guya Guya,Odoom,Youth With A Future,04/10/2021 04:50,1,44
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,Springa,BIDII GROUP,04/10/2021 04:50,1,611
UG,Soroti,Soroti,Arapai,Amotot,Amotot enapakinos group,04/09/2021 04:41,1,495
UG,Rukungiri,Rukungiri,Nyakishenyi,Kacence,Tubehamwe group,04/09/2021 04:41,1,3723
UG,Rukungiri,Rukungiri,Nyakishenyi,Kacence,Turondane tukore farmers,04/09/2021 04:41,1,19271
UG,Rukungiri,Rukungiri,Nyakishenyi,Kahaama,Apollo and sons tree planting group,04/09/2021 04:41,1,4419
KE,Muranga,Kenya - Nyeri North,Karega,Karega,Wagithinji group,04/09/2021 04:41,1,452
KE,Muranga,Kenya - Nyeri North,Karega,Karegs,Main group,04/09/2021 04:41,1,88
KE,Meru, Kirinyaga,Kianjogu,Kiamiciri,Kariru Hotculture project,3/21/2022 9:56,1,320
KE,Meru, Kirinyaga,Kianjogu,Kiamiciri,Kiringa Victory youth group,3/21/2022 9:56,1,141
KE,Muranga,Kenya - Nyeri North,Karega,Mugaky,Mugaki group,04/09/2021 04:41,1,523
KE,Meru, Kirinyaga,Kianjogu,Kiamiciri,Mikarara community B,3/21/2022 9:56,1,199
UG,Soroti,Soroti,Arapai,Smotot,Amotot aminanaros group,04/09/2021 04:41,1,239
UG,Soroti,Soroti,Arapai,Tukum,Tukum ekieunos group,04/09/2021 04:41,1,612
UG,Kanungu,Uganda - Kanungu,Bukono,Burambira,Kanungu tukorehamwe group,04/09/2021 04:41,1,112
KE,Meru, Kirinyaga,Kianjogu,Kiamiciri,Mukarara community health project,3/21/2022 9:56,1,405
KE,Meru, Kirinyaga,Kianjogu,Kianjoguini,Ack Njoguini B,3/21/2022 9:56,1,205
KE,Meru, Kirinyaga,Kianjogu,Njoguini,Ack D fellowship,3/21/2022 9:56,1,101
UG,Kanungu,Uganda - Kanungu,Katebire,Kiragiro,Kizara Tree Planting project,04/09/2021 04:41,1,460
KE,Meru, Kirinyaga,Kianjogu,Njoguini,Ack njoguini fellowship,3/21/2022 9:56,1,158
KE,Meru, Kirinyaga,Kianjogu,Njoguini,Njoguini nyakio farmers,3/21/2022 9:56,1,157
KE,Meru, Kirinyaga,Kianjogu,Njoguini,Njoguini-ini C,3/21/2022 9:56,1,79
KE,Meru, Kirinyaga,Kianjogu,Njoguini,Nyakio farmers B grp,3/21/2022 9:56,1,318
KE,Meru, Kirinyaga,Kianjogu,Njoguini,Nyakio farmers c Group,3/21/2022 9:56,1,164
KE,Meru, Kirinyaga,Kianjogu,Riakithika,Mathuaini women self group,3/21/2022 9:56,1,252
KE,Trans-Nzoia,Kenya - Transnzoia,Eastern saiwa,Michai,Bahati sinyerere,04/09/2021 04:41,1,542
KE,Meru, Kirinyaga,Kianjogu,Kianjogu,Kiria group,3/21/2022 4:28,1,272
KE,Meru, Kirinyaga,Kianjogu,Kariru,Kianjogu kariru,03/09/2022 05:55,1,385
UG,Soroti,Soroti,Guya Guya,Odoom,Atamaisi Aira Ikito,04/09/2021 04:41,1,147
UG,Kanungu,Uganda - Kanungu,Ishaya,Beizi,Rwahira group,04/07/2021 15:17,1,4172
UG,Kayunga,Uganda - Kayunga,Namukuma,Kasota,ZINUNULA GROUP,04/07/2021 15:17,1,466
UG,Kayunga,Uganda - Kayunga,Nabuganyi,NABUGANYI,NABUGANYI TUFAYO A,04/07/2021 15:17,1,128
UG,Kayunga,Uganda - Kayunga,Nabuganyi,NABUGANYI,TUKWATIREWAMU,04/07/2021 15:17,1,242
UG,Kayunga,Uganda - Kayunga,Nabuganyi,NEKOYEDDE,NEKOYEDDE,04/07/2021 15:17,1,127
UG,Kayunga,Uganda - Kayunga,Kasana,Wabusonko,TUFEYO,04/07/2021 15:17,1,328
UG,Amuru,Uganda - Amuru,Okidi,Rwomrwot,Ayele ki wiya,04/07/2021 08:53,1,970
UG,Soroti,Soroti,Tubur-Ogolai,Agonga,Ajokis Edeke,04/07/2021 08:30,1,1333
UG,Soroti,Soroti,Tubur-Ogolai,Agorikoch,Agorikoch environmental group,04/07/2021 08:30,1,392
UG,Amuru,Uganda - Amuru,Agwayugu,Amilobo B,Wa Pito Yay,04/07/2021 08:30,1,74
UG,Amuru,Uganda - Amuru,Parubanga,Bwungalabwor Abera,Yenyo  kwo Farmers,04/07/2021 08:30,1,210
UG,Soroti,Soroti,Tubur-Ogolai,Cheele B,Agro forestry farmers,04/07/2021 08:30,1,1562
UG,Soroti,Soroti,Tubur-Ogolai,Cheele B,Cheele B united,04/07/2021 08:30,1,127
KE,Meru, Kirinyaga,Kianjogu,Kariru,KIANJOGU SHG,2/21/2022 6:33,1,267
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,G C S Kandigai,Lakshmi,04/07/2021 08:30,1,14138
UG,Bushenyi,Bushenyi,Kabukwiri,Kabukwiri,Kazumiro agroforestry group,04/07/2021 08:30,1,85
UG,Kanungu,Uganda - Kanungu,Kayonza Mpungu,karambi,Karambi Tukore,04/07/2021 08:30,1,221
UG,Gulu,Uganda - Gulu,Koch,Lakalac,Lok Pe Gicamo,04/07/2021 08:30,1,314
KE,Meru,Kirinyaga,Kianjogu,Ngiriambu,Kariko tree nursery,8/16/2019 12:00,1,269
KE,Meru,Kirinyaga,Kianjogu,Mutitu,Mutitu D,02/02/2010 00:00,1,696
KE,Meru,Kirinyaga,Kianjogu,Mutitu,Mutitu center  c,01/05/2010 00:00,1,646
KE,Meru,Kirinyaga,Kianjogu,Kibugu,Kiburia Tree Planting,09/04/2009 00:00,1,345
KE,Meru,Kirinyaga,Kianjogu,Mutitu,Mutitu Centre,09/04/2009 00:00,1,554
UG,Kanungu,Uganda - Kanungu,Kayonza Mpungu,Murukore,IyagyizoT.P.G,04/07/2021 08:30,1,100
KE,Nanyuki,Kenya - Nyandarua,Mutanga,Mutanga,B-Green,04/07/2021 08:30,1,550
KE,Meru,Kirinyaga,Kianjogu,Raimu,Mutitu shg,08/08/2009 00:00,1,330
KE,Meru,Kirinyaga,Kianjogu,Ngiriambu,Ngurumbi self,04/09/2009 00:00,1,379
KE,Meru,Kirinyaga,Kianjogu,Ngiriambu,Kamathare,06/05/2008 00:00,1,942
KE,Meru,Kirinyaga,Kianjogu,Ngiriambu,Kathunduma  Tree Nursery   B,3/17/2008 0:00,1,458
UG,Bushenyi,Bushenyi,Kitagata,Nyakibere 11,Mwebe Drake,04/07/2021 08:30,1,2103
UG,Soroti,Soroti,Tubur-Ogolai,ogolai,Emorikikinos TPG,04/07/2021 08:30,1,393
UG,Soroti,Soroti,Tubur-Ogolai,ogolai,Ogolai Ekeunos,04/07/2021 08:30,1,920
UG,Soroti,Soroti,Tubur-Ogolai,ogolai,Ogolai Tree planters,04/07/2021 08:30,1,1147
UG,Soroti,Soroti,Tubur-Ogolai,Orieta B,Orieta B eketainos 1,04/07/2021 08:30,1,206
UG,Soroti,Soroti,Ogera,Toror,Elders tpg toror,04/07/2021 08:30,1,1375
KE,Trans-Nzoia,Kenya - Transnzoia,Eastern saiwa,Kaboleti,Kichamun,04/06/2021 07:51,1,593
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,Kambue,Kambue group,04/06/2021 07:51,1,1027
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,Kikurungo,TULIBAMU TREE PLANTING GROUP,04/06/2021 07:51,1,3498
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,Kiriita,Bombo,04/06/2021 07:51,1,782
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,Kirita,Kirita fresh air group,04/06/2021 07:51,1,242
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,Kisiita,Everlasting group,04/06/2021 07:51,1,68
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,Kisiita,Tugendemumaiso  Group,04/06/2021 07:51,1,474
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,KITOLE,Mahogany tree planting group,04/06/2021 07:51,1,144
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,Misenyi,Abalihamu tree planting group,04/06/2021 07:51,1,3659
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,Mutundu,Kanini maendeleo,04/06/2021 07:51,1,131
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,Ngangi,Abeteraine tree planting group,04/06/2021 07:51,1,229
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,Ngangi,Musizi tree planting group,04/06/2021 07:51,1,86
UG,Kyenjojo,Uganda - Kyenjojo,Kakabara,Nyanga,Amazing group,04/06/2021 07:51,1,45
IN,Tamil Nadu,India - Tiruvallur,Thiruthani,Vanganoor,Prabavathy,04/06/2021 07:51,1,1608
UG,Amuru,Uganda - Amuru,Agwayugu,Amilobo,Amilobo Farmers Group,04/06/2021 07:51,1,553
UG,Lira,Uganda - Lira,Abongorwot,Adwek,Apit Pe Daa,04/05/2021 06:50,1,24
KE,Muranga,Kenya - Manga,Ndaka-ini,Kiama,Kiama B,04/05/2021 06:50,1,538
KE,Muranga,Kenya - Manga,Ndaka-ini,Kiama,kiama c,04/05/2021 06:50,1,854
KE,Muranga,Kenya - Manga,Ndaka-ini,Munyu,Munyu group,04/05/2021 06:50,1,847
KE,Muranga,Kenya - Nyeri North,Ngerechi,Muya,Muya,04/05/2021 06:50,1,237
KE,Muranga,Kenya - Manga,Ndaka-ini,Ndakaini,Muthandi A,04/05/2021 06:50,1,486
KE,Muranga,Kenya - Manga,Ndaka-ini,Ndakaini,Muthandi group,04/05/2021 06:50,1,556
KE,Muranga,Kenya - Nyeri North,Ngerechi,Ngerechi,Ngerechi East,04/05/2021 06:50,1,297
IN,Tamil Nadu,India - Vellore,Arni,Ogaiyur,Chanthirasekar,04/05/2021 06:50,1,10200
UG,Amuru,Uganda - Amuru,Okidi,Akweri,Gum Pe Rom,04/05/2021 06:50,1,2820
KE,Meru, Kirinyaga,Kianyaga,Mburi,Kithurai,12/07/2022 22:37,1,172
UG,Lira,Uganda - Lira,Abongorwot,Anyapo,Nenanyim,04/05/2021 06:50,1,60
KE,Nanyuki,Kenya - Nyeri North,Mwagu,Chania,Chania Junior,04/05/2021 06:50,1,208
KE,Muranga,Kenya - Kirinyaga,Gatia-ini,Gatiaini,Miirini B,04/05/2021 06:50,1,54
UG,Lira,Uganda - Lira,Abongorwot,Ilong,Our Ber,04/05/2021 06:50,1,509
UG,Lira,Uganda - Lira,Abongorwot,Ilong,Our Lonyo,04/05/2021 06:50,1,708
KE,Meru, Kirinyaga,Kianyaga,Mburi,Wibange,12/05/2022 22:50,1,137
KE,Meru, Kirinyaga,Kianyaga,Ngariama,Gitungiro,10/27/2022 22:30,1,84
UG,Lira,Uganda - Lira,Abongorwot,Lwany,Cunga Atek,04/05/2021 06:50,1,664
KE,Nanyuki,Kenya - Nyeri North,Mwagu,Mwagu,Mwagu C,04/05/2021 06:50,1,327
KE,Meru, Kirinyaga,Kianyaga,Kiangogo,Gakenia self group,09/07/2022 22:26,1,146
UG,Lira,Uganda - Lira,Abongorwot,Odyebo ngwen,Ngii-Anyin,04/05/2021 06:50,1,773
UG,Lira,Uganda - Lira,Abongorwot,Odyebongwan,Okonyere Kemwa,04/05/2021 06:50,1,0
UG,Amuru,Uganda - Amuru,Okidi,Ogom Raa B,Coo cere tree planting,04/05/2021 06:50,1,3170
UG,Lira,Uganda - Lira,Abongorwot,Scan Pii A,Get Anyim,04/05/2021 06:50,1,109
KE,Mara,Kenya - Bomet,Atebwo,Sigowet,GAA GROUP,04/05/2021 06:50,1,906
KE,Meru, Kirinyaga,Kianyaga,Mirici njukiini,Maumau shg,09/07/2022 22:26,1,59
UG,Soroti,Soroti,Arapai,Arabaka,Arabaka tree planting,04/01/2021 19:52,1,568
UG,Soroti,Soroti,Ogera,Atape,Acamanaros tpg atape,04/01/2021 19:52,1,1099
UG,Soroti,Soroti,Arapai,Aten,Ikabore farmers group,04/01/2021 19:52,1,1087
KE,Meru, Kirinyaga,Kianyaga,Kiangogo,Rwandiri women's group,8/16/2022 22:39,1,200
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,BUHUMURIRO,KAROKARUNGI TREE PLANTING GROUP,04/01/2021 19:52,1,716
KE,Trans-Nzoia,Kenya - Transnzoia,Kapsara,factory KTDA,Avocado group,04/01/2021 19:52,1,2289
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,KAKIRA,KAKIRA TREE PLANTING GROUP,04/01/2021 19:52,1,1466
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,KANYESASE,KANYESAAE TREE FARMERS GROUP,04/01/2021 19:52,1,562
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,KASESENGYE,ABAGAMBAKAMU TREE PLANTING GROUP,04/01/2021 19:52,1,1021
KE,Meru, Kirinyaga,Kianyaga,Mburi,MUKIAMBU SHG,05/05/2022 04:04,1,249
UG,Gulu,Uganda - Gulu,Pawel Ayika,Mede Centre,Puyalo TP,04/01/2021 19:52,1,324
KE,Meru, Kirinyaga,Kianyaga,Kimweas,Umuka group,11/02/2021 04:41,1,85
KE,Meru, Kirinyaga,Kianyaga,Kimweas,Umuka group self A,11/02/2021 04:41,1,220
KE,Meru, Kirinyaga,Kianyaga,Kithuri,Kithuri self group,11/02/2021 04:41,1,230
KE,Muranga,Kenya - Nyeri North,Ngerechi,Ngerechi,Gakuburu Area,04/01/2021 19:52,1,198
UG,Soroti,Soroti,Arapai,Olocho,Olocho farmers group,04/01/2021 19:52,1,563
KE,Mara,Kenya - Bomet,Chemaner,Tendwet,TENDWET C,04/01/2021 19:52,1,727
UG,Gulu,Uganda - Gulu,Punena,Agonga,Lacan Kwite,3/30/2021 20:48,1,781
UG,Kiryandongo,Uganda - Kyenjojo,Kyankende,KARUNGU,MEE BER GROUP,3/30/2021 20:48,1,3550
UG,Kiryandongo,Uganda - Kiryandongo,Kyankende,Karunhu,LACAN Group,3/30/2021 20:48,1,617
KE,Meru, Kirinyaga,Kianyaga,Kiunyu,Migingo group,11/02/2021 04:41,1,375
UG,Kabale,Uganda - Kabale,Kabere,MWEFUZO,MWEFUZO TUKUNDANE,3/30/2021 20:48,1,685
KE,Muranga,Kenya - Nyeri North,Ngerechi,Ngerechi,Gakuburu Board,3/30/2021 20:48,1,430
KE,Muranga,Kenya - Nyeri North,Ngerechi,Ngerechi,Gakuburu code,3/30/2021 20:48,1,169
KE,Muranga,Kenya - Nyeri North,Ngerechi,Ngerechi,Muira,3/30/2021 20:48,1,238
KE,Muranga,Kenya - Nyeri North,Ngerechi,Ngerechi,Ngerechi original,3/30/2021 20:48,1,176
KE,Meru,Kirinyaga,Kianyaga,Ndunguri,Kithiga womengroup,12/20/2019 0:00,1,264
KE,Meru,Kirinyaga,Kianyaga,Kiangogo,Kariguni group,9/18/2019 9:22,1,349
UG,Soroti,Soroti,Arapai,Alilioi,Alilioi tree planting group,3/29/2021 8:08,1,673
UG,Soroti,Soroti,Arapai,Alilioi,Eganganaros group,3/29/2021 8:08,1,309
UG,Soroti,Soroti,Arapai,Alilioi,Greening alilioi group,3/29/2021 8:08,1,438
UG,Lira,Uganda - Lira,Capestone,Amokogee A,Gumwa,3/29/2021 8:08,1,2097
UG,Amuru,Uganda - Amuru,Pogo,Amuu,Can pe rom,3/29/2021 8:08,1,317
UG,Soroti,Soroti,Ogera,Atape,Amora ican tpg atape,3/29/2021 8:08,1,29
UG,Soroti,Soroti,Arapai,Aten,Aten tree and pasture growers inniciative group,3/29/2021 8:08,1,713
UG,Kanungu,Uganda - Kanungu,Kinaba,Bakundeine,Nyamiyaga Tree planting.,3/29/2021 8:08,1,840
UG,Kanungu,Uganda - Kanungu,Nyakabungo,BIKOMERO,Bikomero T P G,3/29/2021 8:08,1,2113
UG,Kanungu,Uganda - Kanungu,Nyakabungo,BIKOMERO,Bikomero TPG one,3/29/2021 8:08,1,0
KE,Machakos,Kenya - Mbeere South,Kilango,Iuukuni,Undu ti umwe,3/29/2021 8:08,1,27
UG,Kanungu,Uganda - Kanungu,Nyakabungo,Kacuragyanyi,Kembozi t p g,3/29/2021 8:08,1,120
UG,Kanungu,Uganda - Kanungu,Rugyeyo,Kacuragyenyi,OMUKATETE tree planting group.,3/29/2021 8:08,1,0
UG,Kanungu,Uganda - Kayunga,Nyakabungo,Kacuragyenyi,Rwaborobya tuhinge,3/29/2021 8:08,1,694
UG,Amuru,Uganda - Amuru,Pogo,Kal b cell,Tipu yat ber,3/29/2021 8:08,1,3675
KE,Meru,Kirinyaga,Kianyaga,Kiangogo,Thayu self group,8/16/2019 12:00,1,642
UG,Kanungu,Uganda - Kanungu,Kinaba,Kanyabwogo,Kinyafugwe group,3/29/2021 8:08,1,578
KE,Muranga,Kenya - Nyeri North,Karangi,Karangi,Ndamaiyu,3/29/2021 8:08,1,536
UG,Kanungu,Uganda - Kanungu,Nyakabungo,Kashojwa,Kanzahamugyera group tuhenje,3/29/2021 8:08,1,1500
UG,Kanungu,Uganda - Kanungu,Nyakabungo,Kayungwe,Kayanja t p g,3/29/2021 8:08,1,0
UG,Kanungu,Uganda - Kanungu,Rutenga,Kesenene,KESENENE TWIMUKYE,3/29/2021 8:08,1,1475
