Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees,Date,Year_Enroled
UG,Kabale,Uganda - Kabale,Muko,Nyakataare,16816,07/09/2023 22:47,1,471,2023-07-09 22:47:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Ruhago,31170,07/08/2023 22:49,1,1904,2023-07-08 22:49:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,14599,07/08/2023 22:49,1,486,2023-07-08 22:49:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Kyeshabo.,27888,07/06/2023 22:49,1,490,2023-07-06 22:49:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Kyeshabo.,20613,07/05/2023 22:50,1,586,2023-07-05 22:50:00 UTC,2023
UG,Kitgum,Uganda - Kitgum,Orom,Ringilil,25451,07/05/2023 22:50,1,472,2023-07-05 22:50:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,30473,07/04/2023 22:51,1,515,2023-07-04 22:51:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Bukiriro 1 .,36041,07/03/2023 22:51,1,427,2023-07-03 22:51:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Kayonza Mpungu,Mukono,25547,07/03/2023 22:51,1,578,2023-07-03 22:51:00 UTC,2023
UG,Soroti,Soroti,Arapai,Ogorai,20720,07/02/2023 22:48,1,935,2023-07-02 22:48:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,kafunjo,20128,07/01/2023 22:47,1,121,2023-07-01 22:47:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Rwoburunga B.,22013,07/01/2023 22:47,1,116,2023-07-01 22:47:00 UTC,2023
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kajuma Itwara,23937,6/30/2023 22:49,1,21,2023-06-30 22:49:00 UTC,2023
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kaswa,19384,6/30/2023 22:49,1,65,2023-06-30 22:49:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,37081,6/30/2023 22:49,1,530,2023-06-30 22:49:00 UTC,2023
UG,Amuru,Uganda - Amuru,Mutema,Labongo,10844,6/30/2023 22:49,1,0,2023-06-30 22:49:00 UTC,2023
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,NSWIGA,15947,6/30/2023 22:49,1,289,2023-06-30 22:49:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Palabel,15319,6/30/2023 22:49,1,91,2023-06-30 22:49:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Rutooma,11534,6/30/2023 22:49,1,488,2023-06-30 22:49:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Kashongati,21737,6/29/2023 22:55,1,108,2023-06-29 22:55:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,37150,6/29/2023 22:55,1,689,2023-06-29 22:55:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Pabuga,32700,6/29/2023 22:55,1,456,2023-06-29 22:55:00 UTC,2023
UG,Bushenyi,Bushenyi,Mitooma,Rwakutaka,35860,6/29/2023 22:55,1,168,2023-06-29 22:55:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,27968,6/29/2023 22:55,1,365,2023-06-29 22:55:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Bukono,Kanyashande,19722,6/28/2023 22:50,1,1013,2023-06-28 22:50:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,LAMODO WEST CELL,23876,6/28/2023 22:50,1,2110,2023-06-28 22:50:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Nkongi.,34678,6/28/2023 22:50,1,938,2023-06-28 22:50:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Ruhago,11473,6/28/2023 22:50,1,3076,2023-06-28 22:50:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,33243,6/27/2023 22:51,1,588,2023-06-27 22:51:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,RUKONJE,20118,6/27/2023 22:51,1,317,2023-06-27 22:51:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,LOGWAK EAST,20512,6/26/2023 22:48,1,6638,2023-06-26 22:48:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Palabel,24109,6/26/2023 22:48,1,203,2023-06-26 22:48:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Kasana,KASANA,28782,6/25/2023 22:50,1,92,2023-06-25 22:50:00 UTC,2023
UG,Kitgum,Uganda - Kitgum,Namokora,Dyer Orang,18032,6/24/2023 22:47,1,931,2023-06-24 22:47:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Bukono,Rweyerezo,14294,6/24/2023 22:47,1,474,2023-06-24 22:47:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Te-Iiwa,36573,6/23/2023 22:51,1,151,2023-06-23 22:51:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,39441,6/23/2023 22:51,1,691,2023-06-23 22:51:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Rugonza,11045,6/23/2023 22:51,1,105,2023-06-23 22:51:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Te-Ilwa,32777,6/23/2023 22:51,1,63,2023-06-23 22:51:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Bukono,Ibumbwe,11544,6/22/2023 22:47,1,539,2023-06-22 22:47:00 UTC,2023
UG,Kabale,Uganda - Kabale,Bukinda,Kabungo,21121,6/22/2023 22:47,1,6214,2023-06-22 22:47:00 UTC,2023
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kasaba Tc,24360,6/22/2023 22:47,1,437,2023-06-22 22:47:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Kashambya.,23212,6/22/2023 22:47,1,603,2023-06-22 22:47:00 UTC,2023
UG,Kitgum,Uganda - Kitgum,Namokora,Loyo nyuka,35004,6/22/2023 22:47,1,563,2023-06-22 22:47:00 UTC,2023
UG,Kabale,Uganda - Kabale,Mushanje,Nyakishenyi,35987,6/22/2023 22:47,1,372,2023-06-22 22:47:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Nyamirama,Nyamirama,35850,6/22/2023 22:47,1,1293,2023-06-22 22:47:00 UTC,2023
UG,Soroti,Soroti,Odungura,Olumoi,32530,6/22/2023 22:47,1,173,2023-06-22 22:47:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Barromo,37588,6/21/2023 22:47,1,181,2023-06-21 22:47:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,10295,6/21/2023 22:47,1,543,2023-06-21 22:47:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,37014,6/21/2023 22:47,1,1845,2023-06-21 22:47:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Wii_agweng,19011,6/21/2023 22:47,1,245,2023-06-21 22:47:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,25279,6/20/2023 22:44,1,0,2023-06-20 22:44:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Katangyemeko.,12413,6/20/2023 22:44,1,401,2023-06-20 22:44:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Katonzi kabujogera,38804,6/20/2023 22:44,1,2287,2023-06-20 22:44:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KATOOJO 1,39598,6/20/2023 22:44,1,58,2023-06-20 22:44:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Rwamusobo,28697,6/20/2023 22:44,1,5724,2023-06-20 22:44:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Kaburara.,14468,6/19/2023 22:45,1,1034,2023-06-19 22:45:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,LAGOYAGORO,22390,6/19/2023 22:45,1,826,2023-06-19 22:45:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,ODODO CENTRAL,35809,6/19/2023 22:45,1,1388,2023-06-19 22:45:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,OPOKORAN,34008,6/19/2023 22:45,1,1058,2023-06-19 22:45:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Rutenga,Ruhago,17495,6/19/2023 22:45,1,1424,2023-06-19 22:45:00 UTC,2023
UG,Lira,Uganda - Lira,Okwalomara,AGERIWANG,30860,6/18/2023 22:43,1,114,2023-06-18 22:43:00 UTC,2023
UG,Kyenjojo,Uganda - Kyenjojo,Kyembogo,BUHUMURO,33662,6/18/2023 22:43,1,59,2023-06-18 22:43:00 UTC,2023
UG,Kyenjojo,Uganda - Kyenjojo,Kigoyera,Kagando,31325,6/18/2023 22:43,1,24,2023-06-18 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Ndiara,Kiamwenyura,30928,6/18/2023 22:43,1,0,2023-06-18 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Ndiara,Kiganjo,37477,6/18/2023 22:43,1,0,2023-06-18 22:43:00 UTC,2023
UG,Bushenyi,Bushenyi,Rwajere,Nyakahita,35980,6/18/2023 22:43,1,182,2023-06-18 22:43:00 UTC,2023
UG,Kabale,Uganda - Kabale,Mushanje,Rwamiganda,10717,6/18/2023 22:43,1,648,2023-06-18 22:43:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Barromo,34490,6/17/2023 22:43,1,119,2023-06-17 22:43:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Barromo,36548,6/17/2023 22:43,1,212,2023-06-17 22:43:00 UTC,2023
UG,Soroti,Soroti,Tubur-Ogolai,Odukurun,31650,6/17/2023 22:43,1,0,2023-06-17 22:43:00 UTC,2023
UG,Soroti,Soroti,Gweri Apucet,Adamasiko,23689,6/16/2023 22:45,1,135,2023-06-16 22:45:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Barromo,37558,6/16/2023 22:45,1,155,2023-06-16 22:45:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Kaburara.,12152,6/16/2023 22:45,1,1450,2023-06-16 22:45:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Kibaya.,26718,6/16/2023 22:45,1,241,2023-06-16 22:45:00 UTC,2023
UG,Kasese,Uganda - Kasese,Kihara,Kihara,33415,6/16/2023 22:45,1,471,2023-06-16 22:45:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,32601,6/16/2023 22:45,1,524,2023-06-16 22:45:00 UTC,2023
UG,Kasese,Uganda - Kasese,Kihara,Kihara,18858,6/16/2023 22:45,1,970,2023-06-16 22:45:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Kihungye.,13040,6/16/2023 22:45,1,254,2023-06-16 22:45:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Baliwamu,KIWUGU,19114,6/16/2023 22:45,1,47,2023-06-16 22:45:00 UTC,2023
UG,Bushenyi,Bushenyi,Kiyanga,Muzinga,26098,6/16/2023 22:45,1,494,2023-06-16 22:45:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,CINKUL,37588,6/15/2023 22:48,1,1884,2023-06-15 22:48:00 UTC,2023
UG,Bushenyi,Bushenyi,Kabukwiri,Kabukwiri,38361,6/14/2023 22:47,1,992,2023-06-14 22:47:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,38969,6/14/2023 22:47,1,2251,2023-06-14 22:47:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Nyarubisi,25656,6/14/2023 22:47,1,3330,2023-06-14 22:47:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Olula east,38558,6/14/2023 22:47,1,196,2023-06-14 22:47:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel kal,36843,6/14/2023 22:47,1,1694,2023-06-14 22:47:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Te_opok,13244,6/14/2023 22:47,1,52,2023-06-14 22:47:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,27527,6/13/2023 22:44,1,0,2023-06-13 22:44:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,LAMODO CENTRAL CELL,11144,6/13/2023 22:44,1,2457,2023-06-13 22:44:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Mikirwa,31655,6/13/2023 22:44,1,1735,2023-06-13 22:44:00 UTC,2023
UG,Soroti,Soroti,Obwobwo,Akisim,33579,06/12/2023 22:45,1,78,2023-06-12 22:45:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KASHUMBA,11973,06/12/2023 22:45,1,1895,2023-06-12 22:45:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KEMIKOKOMA,24155,06/12/2023 22:45,1,767,2023-06-12 22:45:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Kiharika,25301,06/12/2023 22:45,1,0,2023-06-12 22:45:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,NGORA,23370,06/12/2023 22:45,1,3230,2023-06-12 22:45:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Nyamugari,17011,06/12/2023 22:45,1,754,2023-06-12 22:45:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,19899,06/11/2023 22:44,1,0,2023-06-11 22:44:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,11622,06/11/2023 22:44,1,0,2023-06-11 22:44:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Gituka,33757,06/10/2023 22:47,1,0,2023-06-10 22:47:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiangoha,14231,06/10/2023 22:47,1,0,2023-06-10 22:47:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiangoha,23209,06/10/2023 22:47,1,0,2023-06-10 22:47:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiaro,16326,06/10/2023 22:47,1,0,2023-06-10 22:47:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiaro,26948,06/10/2023 22:47,1,0,2023-06-10 22:47:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Mathanji-ini,Kiaro,39395,06/10/2023 22:47,1,0,2023-06-10 22:47:00 UTC,2023
UG,Amuru,Uganda - Amuru,Mutema,Labongo,29274,06/10/2023 22:47,1,908,2023-06-10 22:47:00 UTC,2023
UG,Amuru,Uganda - Amuru,Mutema,Kal,10187,06/09/2023 22:42,1,1972,2023-06-09 22:42:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,21118,06/09/2023 22:42,1,0,2023-06-09 22:42:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,KARUNGU,25853,06/09/2023 22:42,1,611,2023-06-09 22:42:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kitooma,20505,06/09/2023 22:42,1,1859,2023-06-09 22:42:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Mol mot,11625,06/09/2023 22:42,1,54,2023-06-09 22:42:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Nyamorogo,37331,06/09/2023 22:42,1,217,2023-06-09 22:42:00 UTC,2023
KE,Muranga,Kenya - Manga,Ngerechi,Ngerechi,10618,06/08/2023 22:47,1,0,2023-06-08 22:47:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,BUKANGA NORTH,30928,06/07/2023 22:43,1,1311,2023-06-07 22:43:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KASHUMBA,25220,06/07/2023 22:43,1,2334,2023-06-07 22:43:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KITYAZA B,35258,06/07/2023 22:43,1,574,2023-06-07 22:43:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Lagwerigo,31153,06/07/2023 22:43,1,137,2023-06-07 22:43:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,LANGWIDIYIKA,14545,06/07/2023 22:43,1,3098,2023-06-07 22:43:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Mol mot,30821,06/07/2023 22:43,1,100,2023-06-07 22:43:00 UTC,2023
UG,Kabale,Uganda - Kabale,Muko,Bugarama,24441,06/06/2023 22:49,1,2374,2023-06-06 22:49:00 UTC,2023
UG,Hoima,Uganda - Hoima,Kitoba,Katikara,13115,06/05/2023 22:44,1,351,2023-06-05 22:44:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Nyamwigura,19637,06/05/2023 22:44,1,1735,2023-06-05 22:44:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Oroapwoyo,32610,06/05/2023 22:44,1,248,2023-06-05 22:44:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Bukono,Burambira,15551,06/03/2023 22:43,1,87,2023-06-03 22:43:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Ajukumanyiki,21948,06/02/2023 22:44,1,1695,2023-06-02 22:44:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namukuma,Kyengera,38042,06/02/2023 22:44,1,141,2023-06-02 22:44:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Gichiru.,24911,5/31/2023 22:44,1,0,2023-05-31 22:44:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Karo,12836,5/31/2023 22:44,1,1396,2023-05-31 22:44:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Kigarama,19955,5/31/2023 22:44,1,972,2023-05-31 22:44:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KITYAZA (A),21767,5/31/2023 22:44,1,2263,2023-05-31 22:44:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KYAMISHAIJA,30275,5/31/2023 22:44,1,82,2023-05-31 22:44:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namukuma,Kyengera,31669,5/31/2023 22:44,1,194,2023-05-31 22:44:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namukuma,Kyengera,20386,5/31/2023 22:44,1,58,2023-05-31 22:44:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Oroapwoyo,34195,5/31/2023 22:44,1,144,2023-05-31 22:44:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel kal,35942,5/31/2023 22:44,1,758,2023-05-31 22:44:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Biizi,25944,5/30/2023 22:43,1,1729,2023-05-30 22:43:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,KARUNGU,37546,5/30/2023 22:43,1,1084,2023-05-30 22:43:00 UTC,2023
UG,Hoima,Uganda - Hoima,Kitoba,Kihoro,23506,5/30/2023 22:43,1,368,2023-05-30 22:43:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kyonyo,32296,5/30/2023 22:43,1,1156,2023-05-30 22:43:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Gichiru,28058,5/29/2023 22:42,1,0,2023-05-29 22:42:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KABUYANDA,21486,5/29/2023 22:42,1,1903,2023-05-29 22:42:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Kishojo,27916,5/29/2023 22:42,1,71,2023-05-29 22:42:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KITYAZA B,21515,5/29/2023 22:42,1,1883,2023-05-29 22:42:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KYEBUKUBE/ Ruyonza,31165,5/29/2023 22:42,1,204,2023-05-29 22:42:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,MARAKACH B,25809,5/29/2023 22:42,1,139,2023-05-29 22:42:00 UTC,2023
UG,Soroti,Soroti,Ogoloi,Moru,36068,5/28/2023 22:41,1,89,2023-05-28 22:41:00 UTC,2023
UG,Soroti,Soroti,Obwobwo,Akore,10378,5/27/2023 22:42,1,241,2023-05-27 22:42:00 UTC,2023
UG,Soroti,Soroti,Obwobwo,Akore,20626,5/27/2023 22:42,1,210,2023-05-27 22:42:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,35522,5/27/2023 22:42,1,1021,2023-05-27 22:42:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Gathiru - ini,12363,5/26/2023 22:41,1,0,2023-05-26 22:41:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katebire,Kabashaki,33080,5/26/2023 22:41,1,2966,2023-05-26 22:41:00 UTC,2023
UG,Kitgum,Uganda - Kitgum,Namokora,Masese,34036,5/26/2023 22:41,1,1459,2023-05-26 22:41:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,39966,06/06/2022 10:00,1,372,2022-06-06 10:00:00 UTC,2022
UG,Amuru,Uganda - Amuru,Pupwooya,Palabel,26602,5/26/2023 22:41,1,647,2023-05-26 22:41:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,YWAYA,14829,5/26/2023 22:41,1,650,2023-05-26 22:41:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 1,14876,5/25/2023 22:43,1,1229,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,20688,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,35838,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,19558,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,17979,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,29508,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,10300,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,32196,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,23714,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,26089,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,32829,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
KE,Muranga,Kenya - Nyeri North,Kimotho,KARINGA,19518,5/25/2023 22:43,1,0,2023-05-25 22:43:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,EKISINGA,34430,5/24/2023 22:41,1,92,2023-05-24 22:41:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 2,21394,5/24/2023 22:41,1,781,2023-05-24 22:41:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 2,32544,5/24/2023 22:41,1,2703,2023-05-24 22:41:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Kyimyungu,19265,5/24/2023 22:41,1,1246,2023-05-24 22:41:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,MPOMA,27004,5/24/2023 22:41,1,310,2023-05-24 22:41:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi,38270,5/23/2023 22:40,1,571,2023-05-23 22:40:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KABUYANDA,23969,5/23/2023 22:40,1,50,2023-05-23 22:40:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Ruborogota,KAGOOTO 2,34150,5/23/2023 22:40,1,130,2023-05-23 22:40:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Kigetho,32715,5/23/2023 22:40,1,0,2023-05-23 22:40:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kabuyanda,Nyaruhanga,36892,5/23/2023 22:40,1,10765,2023-05-23 22:40:00 UTC,2023
UG,Soroti,Soroti,Ogoloi,OKUTOI,28583,5/23/2023 22:40,1,549,2023-05-23 22:40:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Ruhago,10106,5/23/2023 22:40,1,4223,2023-05-23 22:40:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,IBINJA 1,36136,5/22/2023 23:17,1,2013,2023-05-22 23:17:00 UTC,2023
UG,Kanungu,Uganda - Lira,Hanturo,Karongo,37824,5/22/2023 23:17,1,0,2023-05-22 23:17:00 UTC,2023
UG,Bushenyi,Bushenyi,Ihunga,IRyangabi,36230,5/21/2023 22:40,1,0,2023-05-21 22:40:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Kirima,Kajumo,23606,5/21/2023 22:40,1,0,2023-05-21 22:40:00 UTC,2023
UG,Kasese,Uganda - Kasese,Kihara,Kihara,31535,5/17/2023 22:38,1,498,2023-05-17 22:38:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Nyakanengo,25432,5/16/2023 22:39,1,943,2023-05-16 22:39:00 UTC,2023
KE,Muranga,Kenya - Manga,Kimandi,Kagunda,21316,5/15/2023 22:39,1,0,2023-05-15 22:39:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Katajirameizi,31055,5/14/2023 22:38,1,5985,2023-05-14 22:38:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Luli,10598,5/14/2023 22:38,1,486,2023-05-14 22:38:00 UTC,2023
UG,Kanungu,,Katojo,Nyarushaje,15205,5/14/2023 22:38,1,1417,2023-05-14 22:38:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Kirima,Kanjara,33499,05/12/2023 22:40,1,2005,2023-05-12 22:40:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,19592,05/12/2023 22:40,1,350,2023-05-12 22:40:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Kaburara,13006,05/11/2023 22:39,1,1423,2023-05-11 22:39:00 UTC,2023
UG,Bushenyi,Bushenyi,Rwajere,Kansas 1,23945,05/11/2023 22:39,1,2837,2023-05-11 22:39:00 UTC,2023
UG,Bushenyi,Bushenyi,Rwajere,Kasa2burungira,26298,05/11/2023 22:39,1,762,2023-05-11 22:39:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Katoma,25156,05/11/2023 22:39,1,740,2023-05-11 22:39:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,20726,05/11/2023 22:39,1,0,2023-05-11 22:39:00 UTC,2023
UG,Kasese,Uganda - Kasese,Kihara,Kihara,12585,05/11/2023 22:39,1,863,2023-05-11 22:39:00 UTC,2023
UG,Kasese,Uganda - Kasese,Kihara,Kihara,16031,05/11/2023 22:39,1,520,2023-05-11 22:39:00 UTC,2023
