Country,Proj_Area,District,Cluster,Village,Group_Name,date_registered,Groups,Trees,Date,Year_Enroled
UG,Kabale,Uganda - Kabale,Bubare,Bukora,36320,05/10/2023 22:38,1,886,2023-05-10 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KAARO 3,24345,05/10/2023 22:38,1,249,2023-05-10 22:38:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Makanga,15342,05/10/2023 22:38,1,557,2023-05-10 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Kagooto2,36694,05/09/2023 22:39,1,323,2023-05-09 22:39:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Kal,10644,05/09/2023 22:39,1,105,2023-05-09 22:39:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Baliwamu,NALUWERERE,11315,05/09/2023 22:39,1,722,2023-05-09 22:39:00 UTC,2023
UG,Lira,Uganda - Lira,Onyakede,OLAOIPII,14314,05/09/2023 22:39,1,2746,2023-05-09 22:39:00 UTC,2023
UG,Lira,Uganda - Lira,Onyakede,APALA,17241,05/08/2023 22:39,1,2692,2023-05-08 22:39:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Gwokke,26142,05/08/2023 22:39,1,274,2023-05-08 22:39:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KAARO 2,35390,05/08/2023 22:39,1,9011,2023-05-08 22:39:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Ruborogota,KAARO 3,13768,05/08/2023 22:39,1,4950,2023-05-08 22:39:00 UTC,2023
UG,Amuru,Uganda - Amuru,Parwacha,Olwor ngu,37472,05/08/2023 22:39,1,268,2023-05-08 22:39:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Opwach,10938,05/08/2023 22:39,1,174,2023-05-08 22:39:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KAGOOTO 2,39992,05/06/2023 22:38,1,1957,2023-05-06 22:38:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rwensanziro,Kigumira,33194,05/06/2023 22:38,1,1674,2023-05-06 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyamiyaga,19600,05/06/2023 22:38,1,1028,2023-05-06 22:38:00 UTC,2023
UG,Soroti,Soroti,Ocokican,Ocokican,32121,05/06/2023 22:38,1,0,2023-05-06 22:38:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Kasana,Wabusonko,36888,05/06/2023 22:38,1,239,2023-05-06 22:38:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Kasana,Wabusonko,23713,05/06/2023 22:38,1,170,2023-05-06 22:38:00 UTC,2023
UG,Lira,Uganda - Lira,Agoro,ABENYO,18713,05/05/2023 22:38,1,1837,2023-05-05 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Kigando,19959,05/04/2023 22:42,1,182,2023-05-04 22:42:00 UTC,2023
UG,Soroti,Soroti,Katakwi,Ojutai,36280,05/04/2023 22:42,1,3,2023-05-04 22:42:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Opok,22381,05/04/2023 22:42,1,50,2023-05-04 22:42:00 UTC,2023
UG,Soroti,Soroti,Obule,Ajesaie,32760,05/03/2023 23:48,1,961,2023-05-03 23:48:00 UTC,2023
UG,Soroti,Soroti,Obule,Araro v Alito,35400,05/03/2023 23:48,1,90,2023-05-03 23:48:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Baliwamu,BUGIRI,17396,05/03/2023 23:48,1,24,2023-05-03 23:48:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura II,15231,05/03/2023 23:48,1,943,2023-05-03 23:48:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rwenzori,Kasika,23651,05/03/2023 23:48,1,441,2023-05-03 23:48:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,26288,05/03/2023 23:48,1,1000,2023-05-03 23:48:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Rugandu,11386,05/03/2023 23:48,1,1842,2023-05-03 23:48:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Rutenga,Biizi,10800,05/02/2023 22:36,1,855,2023-05-02 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Kerere,16870,05/02/2023 22:36,1,326,2023-05-02 22:36:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,17649,05/02/2023 22:36,1,360,2023-05-02 22:36:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Kihara,12958,05/02/2023 22:36,1,400,2023-05-02 22:36:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Layoko,28998,05/02/2023 22:36,1,28,2023-05-02 22:36:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,MARAKACH A,16207,05/02/2023 22:36,1,1389,2023-05-02 22:36:00 UTC,2023
UG,Omoro,Uganda - Omoro,Bobi,Oroapwoyo,10568,05/02/2023 22:36,1,275,2023-05-02 22:36:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Palukere,34029,05/02/2023 22:36,1,342,2023-05-02 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Ramiganda,11524,05/02/2023 22:36,1,1222,2023-05-02 22:36:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura II,21075,05/01/2023 22:36,1,616,2023-05-01 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Muko,BWISA,11024,05/01/2023 22:36,1,1549,2023-05-01 22:36:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Palukere,26672,05/01/2023 22:36,1,114,2023-05-01 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Rwabumbe,10646,05/01/2023 22:36,1,1858,2023-05-01 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,12167,4/30/2023 22:37,1,2794,2023-04-30 22:37:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Kerere,32313,4/30/2023 22:37,1,0,2023-04-30 22:37:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,11936,4/30/2023 22:37,1,2488,2023-04-30 22:37:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rwenzori,Bughalitsa,21972,4/29/2023 22:38,1,1161,2023-04-29 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KATOOMA,16800,4/29/2023 22:38,1,2077,2023-04-29 22:38:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namukuma,Namukuma,18573,4/29/2023 22:38,1,231,2023-04-29 22:38:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namukuma,Namukuma,32110,4/29/2023 22:38,1,1161,2023-04-29 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyamiyaga,38304,4/29/2023 22:38,1,1051,2023-04-29 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KASHARIRA,30235,4/29/2023 2:19,1,2108,2023-04-29 02:19:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kabuyanda,KATOOMA,28678,4/29/2023 2:19,1,1845,2023-04-29 02:19:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Misika,38544,4/29/2023 2:19,1,713,2023-04-29 02:19:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Misika,38856,4/29/2023 2:19,1,158,2023-04-29 02:19:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Rwamiganda,15706,4/29/2023 2:19,1,1710,2023-04-29 02:19:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura I,26907,4/27/2023 22:36,1,328,2023-04-27 22:36:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rwenzori,Buhaghura I village,32578,4/27/2023 22:36,1,785,2023-04-27 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Rugyendabara,Hakitooma,22403,4/27/2023 22:36,1,942,2023-04-27 22:36:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Kabegaramire,10397,4/27/2023 22:36,1,102,2023-04-27 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Muko,Hamukaaka,15763,4/26/2023 22:38,1,465,2023-04-26 22:38:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,22828,4/26/2023 22:38,1,1204,2023-04-26 22:38:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Lagwe dola,38770,4/26/2023 22:38,1,1456,2023-04-26 22:38:00 UTC,2023
UG,Kabale,Uganda - Kabale,Hamurwa,Ramiganda,32631,4/25/2023 22:38,1,1039,2023-04-25 22:38:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rwenzori,Bughalitsa,23313,4/24/2023 22:39,1,323,2023-04-24 22:39:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,CWINY MORIBE A,37903,4/24/2023 22:39,1,571,2023-04-24 22:39:00 UTC,2023
UG,Lamwo,Uganda - Lamwo,Paloga,LARAC ODONG,18260,4/24/2023 22:39,1,576,2023-04-24 22:39:00 UTC,2023
UG,Kyenjojo,Uganda - Bushenyi,Rukoki,Misika,31370,4/24/2023 22:39,1,538,2023-04-24 22:39:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Misika,23787,4/24/2023 22:39,1,998,2023-04-24 22:39:00 UTC,2023
UG,Amuru,Uganda - Amuru,Mutema,Pakiri,29249,4/24/2023 22:39,1,546,2023-04-24 22:39:00 UTC,2023
UG,Amuru,Uganda - Amuru,Mutema,Pakiri,23235,4/24/2023 22:39,1,595,2023-04-24 22:39:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Misika,16802,4/23/2023 22:38,1,1908,2023-04-23 22:38:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Misika,37260,4/23/2023 22:38,1,1173,2023-04-23 22:38:00 UTC,2023
UG,Kasese,Uganda - Kasese,Rukoki,Misika,21090,4/23/2023 22:38,1,885,2023-04-23 22:38:00 UTC,2023
UG,Lira,Uganda - Lira,Anyapo,ACAN DYANG,32156,4/22/2023 22:39,1,485,2023-04-22 22:39:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Kasana,Kasana Bugobero,30507,4/22/2023 22:39,1,145,2023-04-22 22:39:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kibungo,13404,4/21/2023 23:37,1,1004,2023-04-21 23:37:00 UTC,2023
UG,Amuru,Uganda - Amuru,Okidi,Ogom B,26411,4/21/2023 23:37,1,2348,2023-04-21 23:37:00 UTC,2023
UG,Kole,Uganda - Kole,Aboke,Atek,10332,4/20/2023 22:40,1,2130,2023-04-20 22:40:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Kirima,Kashenyi,23979,4/20/2023 22:40,1,1216,2023-04-20 22:40:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Rutenga,Kigarama,10599,4/20/2023 22:40,1,524,2023-04-20 22:40:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,RUKONJE,28910,4/20/2023 22:40,1,547,2023-04-20 22:40:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyakibingo,14511,4/19/2023 22:39,1,126,2023-04-19 22:39:00 UTC,2023
UG,Amuru,Uganda - Amuru,Okidi,OGOM  (B).,29397,4/19/2023 22:39,1,235,2023-04-19 22:39:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel,16555,4/19/2023 22:39,1,490,2023-04-19 22:39:00 UTC,2023
UG,Amuru,Uganda - Amuru,Okidi,Raa (B),38487,4/19/2023 22:39,1,100,2023-04-19 22:39:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,20123,4/18/2023 22:40,1,1473,2023-04-18 22:40:00 UTC,2023
UG,Kabale,Uganda - Kabale,Muko,Rutooma,39463,4/18/2023 22:40,1,3209,2023-04-18 22:40:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,KATOOMA,37989,4/17/2023 22:38,1,603,2023-04-17 22:38:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Kibungo,15840,4/17/2023 22:38,1,1458,2023-04-17 22:38:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Rungadu,31223,4/17/2023 22:38,1,481,2023-04-17 22:38:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namukuma,Kasota,27012,4/15/2023 22:34,1,144,2023-04-15 22:34:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Pawel,29380,4/14/2023 22:34,1,865,2023-04-14 22:34:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,RUKONI,17658,4/14/2023 22:34,1,649,2023-04-14 22:34:00 UTC,2023
UG,Kole,Uganda - Kole,Aboke,AWELE,10545,4/13/2023 22:34,1,559,2023-04-13 22:34:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Ishaya,21954,4/13/2023 22:34,1,603,2023-04-13 22:34:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Nyamiyaga,39627,04/10/2023 22:35,1,2211,2023-04-10 22:35:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namusaala,MASEMBE,14254,04/05/2023 22:36,1,114,2023-04-05 22:36:00 UTC,2023
UG,Kyenjojo,Uganda - Bushenyi,Rukoki,Misika,18149,04/02/2023 22:34,1,1390,2023-04-02 22:34:00 UTC,2023
UG,Kyenjojo,Uganda - Bushenyi,Rukoki,Misika,36034,04/02/2023 22:34,1,157,2023-04-02 22:34:00 UTC,2023
UG,Lira,Uganda - Kole,Alworo,ACUNG APENYI,10206,3/30/2023 22:37,1,2867,2023-03-30 22:37:00 UTC,2023
UG,Lira,Uganda - Kole,Alworo,ACUNG APENYI,13008,3/30/2023 22:37,1,1641,2023-03-30 22:37:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Kabegaramire,18953,3/30/2023 22:37,1,158,2023-03-30 22:37:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Murua,24091,3/30/2023 22:37,1,0,2023-03-30 22:37:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,38459,3/30/2023 22:37,1,0,2023-03-30 22:37:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,12824,3/30/2023 22:37,1,0,2023-03-30 22:37:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,19206,05/10/2022 04:24,1,117,2022-05-10 04:24:00 UTC,2022
UG,Lira,Uganda - Lira,Agoro,ACANMAC CELL,37936,3/29/2023 22:38,1,1321,2023-03-29 22:38:00 UTC,2023
UG,Lira,Uganda - Lira,Agoro,ADUKULOTONG CELL,29702,3/29/2023 22:38,1,461,2023-03-29 22:38:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,32882,3/29/2023 22:38,1,0,2023-03-29 22:38:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,33661,3/29/2023 22:38,1,0,2023-03-29 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KABATANGARE,10912,3/28/2023 22:36,1,37,2023-03-28 22:36:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Kakarakare,29734,3/28/2023 22:36,1,142,2023-03-28 22:36:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kabuyanda,Kakarakare,26778,3/28/2023 22:36,1,473,2023-03-28 22:36:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Mukarara,17847,3/28/2023 22:36,1,0,2023-03-28 22:36:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Ndimu,39806,3/28/2023 22:36,1,0,2023-03-28 22:36:00 UTC,2023
UG,Rukungiri,Rukungiri,Nyakishenyi,Nyakisoroza,21285,3/28/2023 22:36,1,1117,2023-03-28 22:36:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Nyakabungo,Nymirima,21288,3/28/2023 22:36,1,3437,2023-03-28 22:36:00 UTC,2023
UG,Soroti,Soroti,Katakwi,Ojutai,26455,3/27/2023 22:37,1,11,2023-03-27 22:37:00 UTC,2023
UG,Amuru,Uganda - Amuru,Pupwooya,Pupwonya North,28441,3/27/2023 22:37,1,0,2023-03-27 22:37:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Hanturo,Mugandu,23320,3/27/2023 22:37,1,3515,2023-03-27 22:37:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Mukarara,36547,3/27/2023 22:37,1,0,2023-03-27 22:37:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Rwakantunguru,33884,3/26/2023 22:34,1,3512,2023-03-26 22:34:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Nyundo,25413,3/26/2023 22:34,1,3384,2023-03-26 22:34:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Kanungu,Kashenyi,28191,3/25/2023 22:36,1,722,2023-03-25 22:36:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Namusaala,LUSENKE,32240,3/25/2023 22:36,1,127,2023-03-25 22:36:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Karenjere,35465,3/24/2023 22:41,1,1942,2023-03-24 22:41:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KAYENJE,13347,3/24/2023 22:41,1,56,2023-03-24 22:41:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Karenjere,33962,3/24/2023 22:41,1,930,2023-03-24 22:41:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KAYENJE,12893,3/24/2023 22:41,1,998,2023-03-24 22:41:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,19969,05/10/2022 04:24,1,444,2022-05-10 04:24:00 UTC,2022
KE,Meru,Central Imenti,Abogeta,Kiandatu,29556,05/10/2022 04:24,1,199,2022-05-10 04:24:00 UTC,2022
UG,Kanungu,Uganda - Kanungu,Katojo,Nyabinzuru,26213,3/24/2023 22:41,1,4294,2023-03-24 22:41:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Katojo,Nyamirenjere,39379,3/24/2023 22:41,1,1317,2023-03-24 22:41:00 UTC,2023
UG,Kabale,Uganda - Kabale,Nyamweru,Kintokori,35460,3/23/2023 22:37,1,926,2023-03-23 22:37:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Kesenene,11890,3/23/2023 22:37,1,1513,2023-03-23 22:37:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Ngirisi,31781,3/23/2023 22:37,1,1921,2023-03-23 22:37:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Muraamba,Ngirisi,21991,3/23/2023 22:37,1,1997,2023-03-23 22:37:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,30711,3/23/2023 22:37,1,125,2023-03-23 22:37:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,16094,3/23/2023 22:37,1,629,2023-03-23 22:37:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,18579,3/23/2023 22:37,1,652,2023-03-23 22:37:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,19916,3/22/2023 22:37,1,1092,2023-03-22 22:37:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ihunga,22732,3/22/2023 22:37,1,1007,2023-03-22 22:37:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,23026,3/22/2023 22:37,1,373,2023-03-22 22:37:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,KATAZYO,26483,3/22/2023 22:37,1,826,2023-03-22 22:37:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,20658,05/10/2022 04:24,1,138,2022-05-10 04:24:00 UTC,2022
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,11291,3/21/2023 22:37,1,535,2023-03-21 22:37:00 UTC,2023
UG,Bushenyi,Bushenyi,Kitagata,KIRUGU,22972,3/20/2023 22:38,1,1237,2023-03-20 22:38:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,22287,3/20/2023 22:38,1,0,2023-03-20 22:38:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Aguthi,Ndiriti,26576,3/20/2023 22:38,1,0,2023-03-20 22:38:00 UTC,2023
UG,Bushenyi,Bushenyi,Kitagata,NYAKIBERE,31314,3/20/2023 22:38,1,611,2023-03-20 22:38:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,23486,05/10/2022 04:24,1,88,2022-05-10 04:24:00 UTC,2022
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,23227,3/20/2023 22:38,1,2039,2023-03-20 22:38:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Rukandu,23857,3/20/2023 22:38,1,115,2023-03-20 22:38:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Mafuga,Ruhago,29945,3/19/2023 22:37,1,350,2023-03-19 22:37:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Kayonza Mpungu,Kanyashogyi,30111,3/18/2023 22:35,1,1307,2023-03-18 22:35:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,NYAKAGO,31440,3/18/2023 22:35,1,547,2023-03-18 22:35:00 UTC,2023
UG,Isingiro,Uganda - Isingiro,Kakamba,Ruhira,25819,3/18/2023 22:35,1,75,2023-03-18 22:35:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,10126,05/10/2022 04:24,1,259,2022-05-10 04:24:00 UTC,2022
KE,Meru,Central Imenti,Abogeta,Kiandatu,22968,05/10/2022 04:24,1,293,2022-05-10 04:24:00 UTC,2022
UG,Kanungu,Uganda - Kanungu,Mafuga,Ruhago,14725,3/18/2023 22:34,1,913,2023-03-18 22:34:00 UTC,2023
UG,Soroti,Soroti,Tubur-Ogolai,Omoche,31154,3/17/2023 22:36,1,71,2023-03-17 22:36:00 UTC,2023
UG,Lira,Uganda - Lira,Agoro,Aweo,34355,3/17/2023 22:36,1,512,2023-03-17 22:36:00 UTC,2023
UG,Lira,Uganda - Lira,Agoro,Aweo,30274,3/17/2023 22:36,1,0,2023-03-17 22:36:00 UTC,2023
UG,Lira,Uganda - Lira,Agoro,Aweo,11511,3/17/2023 22:36,1,682,2023-03-17 22:36:00 UTC,2023
UG,Soroti,Soroti,Obwobwo,Obwobwo,21584,3/16/2023 22:38,1,105,2023-03-16 22:38:00 UTC,2023
UG,Soroti,Soroti,Obwobwo,Obwobwo,12619,3/16/2023 22:38,1,52,2023-03-16 22:38:00 UTC,2023
UG,Soroti,Soroti,Obwobwo,Obwobwo,10623,3/16/2023 22:38,1,88,2023-03-16 22:38:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Rwancerere,16440,3/16/2023 22:38,1,45,2023-03-16 22:38:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Rwancerere,26654,3/16/2023 22:38,1,0,2023-03-16 22:38:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,23500,05/10/2022 04:24,1,162,2022-05-10 04:24:00 UTC,2022
UG,Kanungu,Uganda - Kanungu,Muraamba,Kijuma,12332,3/16/2023 22:38,1,1005,2023-03-16 22:38:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,Karundas,Kingongo,18724,3/16/2023 22:38,1,681,2023-03-16 22:38:00 UTC,2023
UG,Lira,Uganda - Lira,Okwalomara,Alela,32063,3/15/2023 22:36,1,77,2023-03-15 22:36:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,IRyangabi 2,38820,3/15/2023 22:36,1,3192,2023-03-15 22:36:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,32718,05/10/2022 04:24,1,250,2022-05-10 04:24:00 UTC,2022
KE,Meru,Central Imenti,Abogeta,Kiandatu,11419,05/10/2022 04:24,1,144,2022-05-10 04:24:00 UTC,2022
KE,Meru,Central Imenti,Abogeta,Kiandatu,20159,05/10/2022 04:24,1,304,2022-05-10 04:24:00 UTC,2022
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara,35249,3/15/2023 22:36,1,828,2023-03-15 22:36:00 UTC,2023
UG,Bushenyi,Bushenyi,Kyaruganda,Ntabahara Cell,16431,3/15/2023 22:36,1,1406,2023-03-15 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Kamuganguzi,Rwancerere,28606,3/15/2023 22:36,1,53,2023-03-15 22:36:00 UTC,2023
UG,Kabale,Uganda - Kabale,Muko,Kibungo,29584,3/14/2023 22:35,1,1522,2023-03-14 22:35:00 UTC,2023
UG,Kabale,Uganda - Kabale,Nyamweru,Nyamweru TC,21098,3/14/2023 22:35,1,1348,2023-03-14 22:35:00 UTC,2023
UG,Rukungiri,Rukungiri,Nyakishenyi,kafunjo,19991,3/14/2023 22:35,1,6595,2023-03-14 22:35:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,17529,05/10/2022 04:24,1,346,2022-05-10 04:24:00 UTC,2022
UG,Kanungu,Uganda - Kanungu,Kanungu,Kashenyi,28163,3/14/2023 22:35,1,3644,2023-03-14 22:35:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,27898,05/10/2022 04:24,1,87,2022-05-10 04:24:00 UTC,2022
UG,Kanungu,Uganda - Kanungu,Bukono,Nyakibuga,28873,3/13/2023 22:38,1,711,2023-03-13 22:38:00 UTC,2023
KE,Muranga,Kenya - Manga,Chania,MICUNI,38199,3/13/2023 2:27,1,0,2023-03-13 02:27:00 UTC,2023
UG,Rukungiri,Rukungiri,Nyakishenyi,Bugandaza,33023,03/11/2023 22:35,1,1436,2023-03-11 22:35:00 UTC,2023
KE,Meru,Central Imenti,Abogeta,Kiandatu,34510,05/10/2022 04:24,1,111,2022-05-10 04:24:00 UTC,2022
KE,Meru,Central Imenti,Abogeta,Kiandatu,25286,05/10/2022 04:24,1,84,2022-05-10 04:24:00 UTC,2022
UG,Kanungu,Uganda - Kanungu,Kanungu,Omumbuga,30598,03/11/2023 22:35,1,1964,2023-03-11 22:35:00 UTC,2023
UG,Kayunga,Uganda - Kayunga,Baliwamu,KAMIRA,29960,03/10/2023 22:36,1,57,2023-03-10 22:36:00 UTC,2023
UG,Hoima,Uganda - Hoima,Kitoba,Kibugubya,34496,03/10/2023 22:36,1,697,2023-03-10 22:36:00 UTC,2023
UG,Hoima,Uganda - Hoima,Kitoba,Kyabigambire,22506,03/10/2023 22:36,1,466,2023-03-10 22:36:00 UTC,2023
UG,Amuru,Uganda - Amuru,Otorokume,Agoro cell,23371,03/10/2023 22:36,1,622,2023-03-10 22:36:00 UTC,2023
UG,Kanungu,Uganda - Kanungu,Mafuga,Kanyamato,10731,03/10/2023 22:36,1,0,2023-03-10 22:36:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Karia,16461,03/07/2023 22:41,1,0,2023-03-07 22:41:00 UTC,2023
KE,Nanyuki,Kenya - Nyeri North,GATAKAINI,Rugaita,36676,03/07/2023 22:41,1,0,2023-03-07 22:41:00 UTC,2023
